Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
26,ABVX,129.5,1138479,Healthcare,Biotechnology,99.0,90.0,74.0,42.0,5.7039,5.5403,985473.0,1067630.0,148.83,5.69,,10320442368.0,No,118.15,108.98,118.81,119.43
32,MU,923.52,48774823,Technology,Semiconductors,99.0,98.0,98.0,99.0,67.9843,55.55,47563581.0,54302990.0,956.16,92.22,,1041484939264.0,No,547.37,334.52,578.4,414.86
61,BAND,57.66,797404,Technology,Software - Infrastructure,99.0,99.0,99.0,99.0,3.6706,3.6584,785644.0,1034270.0,62.24,12.5,,1846118016.0,No,32.31,19.34,36.6,21.89
62,HUT,124.24,4840987,Financial Services,Capital Markets,99.0,98.0,98.0,98.0,9.4581,8.5609,4788532.0,4579360.0,126.26,14.74,,13988691968.0,No,77.11,52.49,82.14,60.05
70,LUNR,45.7,23240988,Industrials,Aerospace & Defense,99.0,98.0,99.0,99.0,5.339,5.1343,14732178.0,20045460.0,46.75,7.78,,7332670464.0,No,26.58,16.66,29.06,19.97
75,VSAT,86.69,3512645,Technology,Communication Equipment,99.0,97.0,97.0,98.0,5.4068,4.6718,1723185.0,2341750.0,89.78,8.61,2026-05-28,11775224832.0,No,61.56,43.17,64.72,48.51
79,VPG,125.25,544908,Technology,Scientific & Technical Instruments,99.0,99.0,99.0,99.0,11.3014,9.7264,363001.0,913500.0,131.68,24.89,,1665950208.0,No,65.03,44.48,71.39,51.25
97,TTMI,187.79,3287382,Technology,Electronic Components,99.0,95.0,97.0,98.0,12.9506,11.992,2125700.0,2647170.0,200.68,29.26,,19502002176.0,No,135.18,87.2,145.1,103.85
99,SLGL,75.28,77427,Healthcare,Biotechnology,99.0,76.0,9.0,95.0,6.3634,6.2371,40860.0,33610.0,97.97,6.8,2026-05-28,244304000.0,No,73.71,53.16,75.34,63.34
104,VSH,52.24,7752980,Technology,Semiconductors,98.0,99.0,99.0,99.0,3.2407,2.8336,3453924.0,7010730.0,53.6,11.77,,7110168576.0,No,28.25,19.25,31.27,21.44
110,WOLF,65.05,6849017,Technology,Semiconductors,98.0,99.0,99.0,99.0,11.4501,10.5786,5339434.0,13363230.0,80.82,8.05,,3144457216.0,No,34.73,,39.33,25.2
114,VIAV,48.49,8464111,Technology,Communication Equipment,98.0,87.0,96.0,98.0,3.7264,3.6236,6583137.0,6512630.0,60.43,8.87,,11961787392.0,No,44.32,24.65,46.12,29.98
115,SIMO,282.44,929585,Technology,Semiconductors,98.0,98.0,98.0,99.0,18.4429,17.92,834177.0,1074770.0,294.21,60.35,,9576929280.0,No,180.73,120.36,195.05,136.84
116,ICHR,70.15,885734,Technology,Semiconductor Equipment & Materials,98.0,72.0,95.0,99.0,4.8952,4.5426,855096.0,1023300.0,78.0,13.12,,2445923840.0,No,61.85,33.93,63.87,40.43
121,BKSY,51.63,2227284,Industrials,Specialty Business Services,98.0,98.0,98.0,98.0,4.8603,4.64,2073891.0,2446630.0,52.88,10.61,,1915938944.0,No,35.57,24.61,37.29,26.36
136,ENLT,102.7,503066,Utilities,Utilities - Renewable,98.0,89.0,94.0,98.0,5.0193,3.4868,170101.0,171270.0,106.47,18.22,,14308247552.0,No,82.72,53.47,84.26,63.31
150,ASX,40.6,8834995,Technology,Semiconductors,98.0,95.0,96.0,98.0,1.9407,1.4264,7742100.0,9477760.0,41.1,9.23,,89074196480.0,No,28.86,18.96,30.43,22.45
162,IREN,64.05,46133522,Financial Services,Capital Markets,98.0,96.0,94.0,85.0,5.5974,5.0203,41112886.0,49523300.0,76.87,8.28,,22890106880.0,No,47.34,45.46,48.86,46.47
171,STRL,842.96,1070767,Industrials,Engineering & Construction,98.0,98.0,97.0,98.0,51.5793,45.9736,551727.0,571650.0,893.13,183.4,,25867032576.0,No,572.87,405.41,604.6,442.41
