Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,MRAM,44.01,12741023,Technology,Semiconductors,99.0,99.0,99.0,99.0,1506803.0,6793990.0,44.67,5.49,1031927808.0,No,,13.12,10.28,16.51,12.34
Leading Stocks (RS > 90),2,AMBQ,66.37,2923455,Technology,Semiconductors,97.0,99.0,99.0,98.0,385193.0,500520.0,66.59,22.12,1417989376.0,No,2026-05-12,31.82,,35.19,31.41
Leading Stocks (RS > 90),3,VPG,85.57,1048205,Technology,Scientific & Technical Instruments,98.0,98.0,96.0,98.0,237841.0,293340.0,87.88,24.89,1137859328.0,No,2026-05-12,50.75,39.99,54.47,45.35
Leading Stocks (RS > 90),4,BUUU,20.26,46671,Industrials,Specialty Business Services,99.0,97.0,98.0,98.0,17685.0,39430.0,25.99,3.67,337835488.0,No,,15.31,,15.96,11.61
Leading Stocks (RS > 90),5,ASYS,20.96,440228,Technology,Semiconductor Equipment & Materials,99.0,94.0,97.0,99.0,224596.0,325850.0,23.9,3.26,303900864.0,No,,14.74,10.93,15.68,12.75
Leading Stocks (RS > 90),6,MXL,91.93,5869948,Technology,Semiconductors,99.0,99.0,99.0,99.0,3165853.0,7212940.0,104.27,10.96,8231960064.0,No,,34.62,21.23,44.47,26.24
Leading Stocks (RS > 90),7,NBTX,48.24,128322,Healthcare,Biotechnology,99.0,97.0,98.0,98.0,71461.0,118920.0,54.74,3.33,2339423488.0,No,,33.9,22.32,34.97,26.75
Leading Stocks (RS > 90),8,WOLF,53.72,10791034,Technology,Semiconductors,98.0,99.0,99.0,99.0,3253751.0,7854460.0,53.98,8.05,2596751872.0,No,,24.47,,28.3,22.29
Leading Stocks (RS > 90),9,MU,766.58,71288236,Technology,Semiconductors,99.0,98.0,98.0,99.0,43009786.0,50707630.0,818.67,90.93,864498352128.0,No,,463.7,297.3,500.05,375.2
Leading Stocks (RS > 90),10,AGL,69.54,616132,Healthcare,Medical Care Facilities,99.0,99.0,99.0,99.0,385649.0,805750.0,74.4,7.48,1160190464.0,No,,22.25,22.37,27.49,21.04
Leading Stocks (RS > 90),11,INTC,120.61,170677671,Technology,Semiconductors,99.0,99.0,99.0,99.0,111150871.0,170634550.0,132.75,18.97,606185848832.0,No,,65.29,43.37,74.17,52.5
Leading Stocks (RS > 90),12,SILC,42.42,168293,Technology,Communication Equipment,98.0,99.0,98.0,98.0,76166.0,188750.0,48.92,13.34,242054528.0,No,,26.32,19.01,29.1,20.63
Leading Stocks (RS > 90),13,AIP,32.43,1205355,Technology,Semiconductors,98.0,98.0,98.0,98.0,590106.0,859850.0,33.46,6.88,1494783488.0,No,2026-05-12,20.82,15.23,22.59,17.73
Leading Stocks (RS > 90),14,FLEX,139.69,7828940,Technology,Electronic Components,98.0,98.0,99.0,98.0,4187016.0,7840500.0,145.4,40.15,51360370688.0,No,,80.14,64.94,88.2,71.28
Leading Stocks (RS > 90),15,VSH,33.63,7828924,Technology,Semiconductors,97.0,97.0,97.0,98.0,2544221.0,4047650.0,35.34,11.77,4577219072.0,No,,22.69,17.76,24.35,19.13
Leading Stocks (RS > 90),16,LQDA,56.6,3906337,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,97.0,94.0,97.0,1486020.0,1531940.0,56.91,11.85,5033330176.0,No,,38.33,31.84,39.81,35.58
