Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),17,PENG,44.13,3845850,Technology,Information Technology Services,97.0,99.0,99.0,97.0,1592475.0,3185930.0,46.75,16.04,2319479808.0,No,,24.44,22.6,27.29,22.44
Leading Stocks (RS > 90),18,IMOS,53.6,161783,Technology,Semiconductors,97.0,95.0,96.0,98.0,67011.0,108240.0,61.27,15.06,1863720448.0,No,2026-05-12,42.55,30.11,44.16,36.01
Leading Stocks (RS > 90),19,PDFS,50.95,941751,Technology,Software - Application,97.0,94.0,97.0,96.0,419158.0,600060.0,56.46,17.35,2033979520.0,No,,38.56,29.89,40.91,33.66
Leading Stocks (RS > 90),20,VECO,61.46,2365763,Technology,Semiconductor Equipment & Materials,97.0,97.0,98.0,97.0,1405471.0,2073720.0,65.43,18.85,3751117824.0,No,,40.8,31.74,43.71,34.91
Leading Stocks (RS > 90),21,ECG,159.44,1087778,Industrials,Engineering & Construction,97.0,92.0,97.0,94.0,644806.0,832550.0,171.58,50.3,8138074112.0,No,,129.27,98.05,133.18,107.55
Leading Stocks (RS > 90),22,BELFB,298.22,299730,Technology,Electronic Components,97.0,94.0,91.0,96.0,188518.0,209570.0,308.27,69.0,3794165760.0,No,,234.71,182.43,245.63,204.37
Leading Stocks (RS > 90),23,LINC,50.21,854763,Consumer Defensive,Education & Training Services,97.0,94.0,98.0,99.0,547188.0,585500.0,51.65,17.29,1600642816.0,No,,40.39,27.46,41.55,30.53
Leading Stocks (RS > 90),24,PBT,28.06,528572,Energy,Oil & Gas Midstream,95.0,94.0,96.0,91.0,141548.0,213060.0,28.6,10.13,1307842816.0,No,,21.82,18.75,22.29,19.75
Leading Stocks (RS > 90),25,TWN,92.44,50648,Financial Services,Asset Management,95.0,93.0,96.0,94.0,32566.0,26130.0,99.77,35.81,530794112.0,No,,74.91,59.92,78.01,64.49
Leading Stocks (RS > 90),26,AOSL,37.72,988040,Technology,Semiconductors,95.0,96.0,98.0,96.0,654061.0,1364450.0,49.97,17.01,1128943744.0,No,,29.36,25.68,31.01,24.83
Leading Stocks (RS > 90),27,Q,168.36,3885399,Technology,Semiconductor Equipment & Materials,94.0,93.0,96.0,96.0,2102223.0,1835580.0,168.52,70.5,35298172928.0,No,2026-05-12,127.31,,131.54,
Leading Stocks (RS > 90),28,KN,35.25,1316077,Technology,Electronic Components,93.0,92.0,92.0,93.0,722978.0,1007830.0,36.41,16.09,3016013056.0,No,,28.29,24.34,29.14,25.63
Leading Stocks (RS > 90),29,FSTR,40.95,136387,Industrials,Railroads,93.0,96.0,92.0,92.0,81926.0,136330.0,42.53,18.18,428282944.0,No,,30.86,28.16,31.72,29.6
Leading Stocks (RS > 90),30,RELY,23.86,6469958,Technology,Software - Infrastructure,92.0,96.0,97.0,96.0,4229676.0,5332140.0,24.92,12.08,5023987200.0,No,,18.54,16.25,19.03,15.88
Leading Stocks (RS > 90),31,PKX,82.79,464834,Basic Materials,Steel,91.0,95.0,92.0,93.0,200368.0,276550.0,92.4,42.35,24482600960.0,No,,66.01,57.85,68.04,60.87
Leading Stocks (RS > 90),32,DVA,200.54,1332448,Healthcare,Medical Care Facilities,91.0,95.0,95.0,94.0,867381.0,1247620.0,202.58,101.0,12871659520.0,No,,155.95,134.33,160.07,136.59
"Top Movers (RS ≥ 85, Improving)",1,PTCT,75.02,1978830,Healthcare,Biotechnology,85.0,74.0,66.0,49.0,1262700.0,2154000.0,87.5,43.17,6222858752.0,No,,68.05,67.3,68.69,72.22
