Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,VAL,83.82,15023082.0,Energy,Oil & Gas Equipment & Services,94.0,98.0,95.0,94.0,1025559.0,1227840.0,84.36,27.15,5969112576.0,No
Leading Stocks (RS > 90),2,PRE,21.12,629296.0,Healthcare,Diagnostics & Research,98.0,96.0,97.0,97.0,179963.0,239910.0,21.68,3.1,355416640.0,No
Leading Stocks (RS > 90),3,RAPT,57.77,5139974.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,1636126.0,4308420.0,57.86,5.66,1673052672.0,No
Leading Stocks (RS > 90),4,JFB,33.57,150463.0,Real Estate,Real Estate - Development,98.0,98.0,98.0,98.0,63608.0,69190.0,34.38,3.39,207580896.0,No
Leading Stocks (RS > 90),5,SLGL,65.27,48169.0,Healthcare,Biotechnology,98.0,91.0,98.0,98.0,22519.0,31180.0,75.0,4.02,181828304.0,No
Leading Stocks (RS > 90),6,LASR,54.59,1402285.0,Technology,Semiconductors,98.0,97.0,97.0,96.0,875280.0,1573180.0,54.9,6.2,2989527552.0,No
Leading Stocks (RS > 90),7,GOLD,64.14,2010371.0,Financial Services,Capital Markets,97.0,98.0,98.0,97.0,662880.0,1232460.0,66.7,19.39,1596893056.0,No
Leading Stocks (RS > 90),8,TAYD,83.59,80703.0,Industrials,Specialty Industrial Machinery,96.0,94.0,97.0,95.0,20796.0,44370.0,86.0,29.5,263569120.0,No
Leading Stocks (RS > 90),9,ENLT,60.08,117999.0,Utilities,Utilities - Renewable,97.0,93.0,97.0,97.0,56486.0,123020.0,62.94,14.01,8220905984.0,No
Leading Stocks (RS > 90),10,FORM,94.88,2077726.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,97.0,98.0,1151411.0,1869290.0,96.82,22.58,7354821632.0,No
Leading Stocks (RS > 90),11,TER,310.01,5313994.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,96.0,97.0,3297224.0,4967210.0,316.54,65.77,49314390016.0,No
Leading Stocks (RS > 90),12,FET,48.25,230936.0,Energy,Oil & Gas Equipment & Services,97.0,94.0,97.0,96.0,145372.0,243960.0,49.13,12.78,574333120.0,No
Leading Stocks (RS > 90),13,AUGO,73.0,1245575.0,Basic Materials,Gold,97.0,98.0,98.0,97.0,778137.0,1478920.0,76.8,22.24,6098018816.0,No
Leading Stocks (RS > 90),14,ROIV,27.67,16658361.0,Healthcare,Biotechnology,96.0,96.0,91.0,97.0,7197557.0,6801680.0,27.72,8.73,19803449344.0,No
Leading Stocks (RS > 90),15,GLW,131.39,14449682.0,Technology,Electronic Components,96.0,98.0,95.0,95.0,7177145.0,13268670.0,132.3,37.31,112648577024.0,No
Leading Stocks (RS > 90),16,SIMO,137.55,1066488.0,Technology,Semiconductors,96.0,95.0,93.0,94.0,549991.0,858720.0,137.94,37.21,4674454016.0,No
Leading Stocks (RS > 90),17,VPG,55.07,393817.0,Technology,Scientific & Technical Instruments,96.0,97.0,96.0,95.0,224090.0,487780.0,56.25,18.57,731279232.0,No
Leading Stocks (RS > 90),18,KLIC,72.92,1237345.0,Technology,Semiconductor Equipment & Materials,96.0,97.0,97.0,95.0,717557.0,1005270.0,73.0,26.63,3816094208.0,No
Leading Stocks (RS > 90),19,POWL,561.89,434550.0,Industrials,Electrical Equipment & Parts,96.0,98.0,95.0,96.0,259234.0,368370.0,593.76,146.02,6822627328.0,No
Leading Stocks (RS > 90),20,ALNT,68.87,297968.0,Technology,Electronic Components,95.0,94.0,91.0,92.0,160272.0,164700.0,69.98,19.25,1166898560.0,No
Leading Stocks (RS > 90),21,ASX,22.15,13112836.0,Technology,Semiconductors,95.0,96.0,93.0,96.0,7300206.0,10487620.0,22.5,6.94,48443031552.0,No
Leading Stocks (RS > 90),22,ALGT,113.93,776903.0,Industrials,Airlines,95.0,95.0,96.0,96.0,435178.0,736990.0,117.97,39.8,2086465664.0,No
Leading Stocks (RS > 90),23,TIGO,68.28,1706577.0,Communication Services,Telecom Services,95.0,96.0,93.0,92.0,1015273.0,1075660.0,68.93,25.5,11408563200.0,No
Leading Stocks (RS > 90),24,ICHR,34.11,1285283.0,Technology,Semiconductor Equipment & Materials,95.0,98.0,98.0,95.0,776577.0,875320.0,35.56,13.12,1172846208.0,No
Leading Stocks (RS > 90),25,KMT,40.71,1883493.0,Industrials,Tools & Accessories,94.0,97.0,95.0,95.0,1007575.0,1713760.0,40.92,17.3,3102052864.0,No
