Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,92,88,97
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,93,84,88,90
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,88,66,25,81
🔹 RS ≥ 80: Breakout Sectors,Gold,84,73,28,79
🔹 RS ≥ 80: Breakout Sectors,Uranium,83,78,32,60
🔹 RS ≥ 80: Breakout Sectors,Silver,80,71,37,92
🕵️ Improving Watchlist (RS < 75),Engineering & Construction,73,68,67,62
🕵️ Improving Watchlist (RS < 75),Consumer Electronics,52,49,37,32
