Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,84,91,97
🔹 RS > 80: Leading Sectors,Semiconductors,93,88,94,94
🔹 RS ≥ 80: Breakout Sectors,Copper,89,60,14,84
🔹 RS ≥ 80: Breakout Sectors,Uranium,83,11,16,72
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,83,34,15,76
🕵️ Improving Watchlist (RS < 75),Utilities - Independent Power Producers,57,55,53,40
🕵️ Improving Watchlist (RS < 75),Mortgage Finance,20,17,13,10
