Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,TYRA,35.27,6149598,Healthcare,Biotechnology,97.0,92.0,97.0,98.0,679401.0,825270.0,35.96,6.42,1882433792.0,No
Leading Stocks (RS > 90),2,NBTX,35.93,99136,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,32216.0,35920.0,37.11,2.95,1738579072.0,No
Leading Stocks (RS > 90),3,LASR,67.02,2494236,Technology,Semiconductors,98.0,98.0,98.0,97.0,1199422.0,2476600.0,69.52,6.2,3735484416.0,No
Leading Stocks (RS > 90),4,AEHR,42.66,2545470,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,94.0,1213388.0,1898450.0,46.78,6.27,1306562432.0,No
Leading Stocks (RS > 90),5,AAOI,99.71,10262401,Technology,Communication Equipment,98.0,98.0,98.0,98.0,6091301.0,10156470.0,110.0,9.71,6808187392.0,No
Leading Stocks (RS > 90),6,LITE,680.8,7790361,Technology,Communication Equipment,98.0,98.0,98.0,98.0,4710311.0,5267540.0,783.8,45.65,48609120256.0,No
Leading Stocks (RS > 90),7,ENLT,74.21,154172,Utilities,Utilities - Renewable,98.0,96.0,97.0,98.0,100484.0,197610.0,81.28,14.01,10265190400.0,No
Leading Stocks (RS > 90),8,ANAB,60.55,1093732,Healthcare,Biotechnology,97.0,95.0,95.0,98.0,445237.0,324160.0,62.69,15.12,1693764992.0,No
Leading Stocks (RS > 90),9,SRZN,28.54,240025,Healthcare,Biotechnology,97.0,97.0,97.0,97.0,111106.0,63110.0,29.59,5.9,244628368.0,No
Leading Stocks (RS > 90),10,DNTH,62.03,1586041,Healthcare,Biotechnology,97.0,94.0,95.0,97.0,752438.0,689160.0,64.59,13.37,2681128192.0,No
Leading Stocks (RS > 90),11,COHR,274.86,10439928,Technology,Scientific & Technical Instruments,97.0,96.0,97.0,98.0,5283511.0,7147930.0,300.2,45.58,51531259904.0,No
Leading Stocks (RS > 90),12,MRNA,57.8,22300372,Healthcare,Biotechnology,97.0,97.0,98.0,97.0,11826123.0,9418140.0,59.55,22.28,22827497472.0,No
Leading Stocks (RS > 90),13,STRO,21.31,198057,Healthcare,Biotechnology,97.0,98.0,98.0,97.0,121272.0,106130.0,21.41,5.2,349223488.0,No
Leading Stocks (RS > 90),14,SSRM,33.26,9631210,Basic Materials,Gold,96.0,98.0,95.0,94.0,3632061.0,4902310.0,33.49,8.65,6762632192.0,No
Leading Stocks (RS > 90),15,ESLT,885.0,332263,Industrials,Aerospace & Defense,96.0,96.0,98.0,95.0,133469.0,190350.0,886.27,343.0,41580519424.0,No
Leading Stocks (RS > 90),16,EDRY,20.85,24134,Industrials,Marine Shipping,96.0,98.0,97.0,95.0,10286.0,45280.0,23.98,7.6,60267908.0,No
Leading Stocks (RS > 90),17,KEN,85.5,25571,Utilities,Utilities - Independent Power Producers,96.0,95.0,94.0,96.0,15328.0,21050.0,85.78,27.1,4458845696.0,No
Leading Stocks (RS > 90),18,CSTM,26.63,2908425,Basic Materials,Aluminum,96.0,91.0,96.0,95.0,1773959.0,3182770.0,27.41,7.33,3669661184.0,No
Leading Stocks (RS > 90),19,KMT,41.78,2891917,Industrials,Tools & Accessories,95.0,94.0,96.0,96.0,1268713.0,1450680.0,42.03,17.3,3183585536.0,No
Leading Stocks (RS > 90),20,FRO,36.28,5052365,Energy,Oil & Gas Midstream,95.0,96.0,96.0,94.0,3309216.0,5300880.0,39.89,12.4,8076758528.0,No
Leading Stocks (RS > 90),21,PBF,44.8,6314847,Energy,Oil & Gas Refining & Marketing,94.0,97.0,91.0,93.0,3223011.0,2986440.0,45.12,13.62,5238321152.0,No
Leading Stocks (RS > 90),22,ECPG,73.75,391529,Financial Services,Credit Services,94.0,97.0,94.0,94.0,214254.0,332780.0,74.58,26.45,1697118208.0,No
Leading Stocks (RS > 90),23,LINC,35.95,662327,Consumer Defensive,Education & Training Services,94.0,97.0,97.0,95.0,369186.0,779520.0,37.84,14.1,1136875520.0,No
Leading Stocks (RS > 90),24,TEN,35.97,557889,Energy,Oil & Gas Midstream,94.0,97.0,95.0,93.0,341549.0,604410.0,37.61,13.4,1083689984.0,No
Leading Stocks (RS > 90),25,SKM,31.5,5507071,Communication Services,Telecom Services,91.0,91.0,96.0,91.0,1397120.0,1620040.0,33.71,19.66,12088182784.0,No
