Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,93,81,86,90
🔹 RS > 80: Leading Sectors,Semiconductors,91,93,92,85
🔹 RS ≥ 80: Breakout Sectors,Copper,90,41,28,86
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,86,35,32,88
🔹 RS ≥ 80: Breakout Sectors,Real Estate - Diversified,82,16,33,78
