Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductors,92,86,94,92
🔹 RS ≥ 80: Breakout Sectors,Copper,89,19,19,82
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,85,24,19,72
🔹 RS ≥ 80: Breakout Sectors,Uranium,83,6,14,68
🕵️ Improving Watchlist (RS < 75),Utilities - Renewable,71,64,62,58
🕵️ Improving Watchlist (RS < 75),Diagnostics & Research,49,41,39,34
