Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,VHC,24.8,2220065,Technology,Software - Infrastructure,97.0,98.0,99.0,94.0,10559.0,3870.0,29.0,3.68,105922832.0,No
Leading Stocks (RS > 90),2,LEU,379.65,2441367,Energy,Uranium,99.0,99.0,99.0,92.0,1471120.0,1573230.0,464.25,49.4,6912607232.0,No
Leading Stocks (RS > 90),3,PPTA,25.31,5819163,Basic Materials,Other Precious Metals & Mining,96.0,94.0,95.0,98.0,2852793.0,5053790.0,31.65,7.81,2722886144.0,No
Leading Stocks (RS > 90),4,SMR,44.14,28787847,Industrials,Specialty Industrial Machinery,96.0,98.0,99.0,96.0,17435571.0,28488820.0,57.42,11.08,5907375616.0,No
Leading Stocks (RS > 90),5,ASA,49.21,281361,Financial Services,Asset Management,95.0,95.0,92.0,97.0,149907.0,187020.0,53.76,19.37,934935360.0,No
"Top Movers (RS ≥ 85, Improving)",1,APLM,36.05,138850,Healthcare,Biotechnology,99.0,98.0,2.0,1.0,56867.0,80590.0,42.12,3.66,77267696.0,No
"Top Movers (RS ≥ 85, Improving)",2,ASMB,29.45,274646,Healthcare,Biotechnology,96.0,94.0,93.0,9.0,136693.0,155850.0,30.2,7.75,459954208.0,No
"Top Movers (RS ≥ 85, Improving)",3,IDYA,28.58,2857273,Healthcare,Biotechnology,87.0,62.0,34.0,6.0,1180042.0,1159660.0,32.67,13.45,2503980032.0,No
"Top Movers (RS ≥ 85, Improving)",4,BELFA,123.5,14769,Technology,Electronic Components,91.0,89.0,76.0,10.0,8100.0,7270.0,127.6,53.95,1809716992.0,No
"Top Movers (RS ≥ 85, Improving)",5,MUX,21.29,2585039,Basic Materials,Other Precious Metals & Mining,97.0,95.0,90.0,17.0,1499407.0,2292350.0,24.88,6.38,1151925632.0,No
"Top Movers (RS ≥ 85, Improving)",6,TWN,55.25,52277,Financial Services,Asset Management,90.0,87.0,84.0,13.0,12789.0,25000.0,57.01,26.45,352091616.0,No
"Top Movers (RS ≥ 85, Improving)",7,VRDN,24.21,1257282,Healthcare,Biotechnology,90.0,73.0,55.0,12.0,806662.0,978050.0,27.2,9.9,1977045888.0,No
"Top Movers (RS ≥ 85, Improving)",8,SNDK,139.93,7791280,Technology,Computer Hardware,99.0,98.0,84.0,25.0,5114254.0,7596010.0,150.82,27.89,20477605888.0,No
"Top Movers (RS ≥ 85, Improving)",9,ZBIO,23.95,526419,Healthcare,Biotechnology,97.0,96.0,91.0,31.0,257465.0,504920.0,29.73,5.83,1128291968.0,No
