Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,STX,407.69,9169585.0,Technology,Computer Hardware,98.0,98.0,96.0,97.0,4246031.0,5678940.0,457.84,63.19,88824258560.0,No
Leading Stocks (RS > 90),2,DNTH,53.39,2821943.0,Healthcare,Biotechnology,97.0,96.0,97.0,97.0,745093.0,829180.0,57.43,13.37,2307680768.0,No
Leading Stocks (RS > 90),3,SLGL,64.22,42471.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,20186.0,23430.0,75.0,4.02,178903248.0,No
Leading Stocks (RS > 90),4,RAPT,57.68,2073802.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,1167472.0,5124150.0,57.8,5.66,1670446208.0,No
Leading Stocks (RS > 90),5,MU,414.88,49931911.0,Technology,Semiconductors,98.0,97.0,98.0,98.0,30021293.0,40512430.0,455.48,61.54,466951274496.0,No
Leading Stocks (RS > 90),6,ELE,22.32,887784.0,Basic Materials,Other Precious Metals & Mining,96.0,97.0,96.0,91.0,202588.0,429450.0,26.96,7.8,1423348480.0,No
Leading Stocks (RS > 90),7,ENLT,55.57,112275.0,Utilities,Utilities - Renewable,97.0,95.0,97.0,96.0,46627.0,95630.0,58.88,14.01,7342681088.0,No
Leading Stocks (RS > 90),8,SKE,28.61,2117531.0,Basic Materials,Other Industrial Metals & Mining,97.0,93.0,97.0,95.0,849944.0,1479620.0,35.69,8.53,3464480512.0,No
Leading Stocks (RS > 90),9,AUGO,63.69,1545287.0,Basic Materials,Gold,97.0,95.0,98.0,97.0,685831.0,1191380.0,76.8,22.24,5320312320.0,No
Leading Stocks (RS > 90),10,AAUC,31.54,1836960.0,Basic Materials,Gold,97.0,97.0,97.0,97.0,894022.0,1894370.0,32.08,8.67,3918794240.0,No
Leading Stocks (RS > 90),11,ACMR,58.12,2389593.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,94.0,95.0,1367009.0,1262920.0,58.18,16.82,3770619392.0,No
Leading Stocks (RS > 90),12,TYRA,30.82,973481.0,Healthcare,Biotechnology,97.0,94.0,98.0,97.0,547760.0,721900.0,32.44,6.42,1644928000.0,No
Leading Stocks (RS > 90),13,MUX,24.16,2411763.0,Basic Materials,Other Precious Metals & Mining,97.0,96.0,92.0,97.0,1316326.0,1783530.0,29.7,6.38,1430125440.0,No
Leading Stocks (RS > 90),14,VIAV,24.46,6814474.0,Technology,Communication Equipment,97.0,97.0,97.0,97.0,4122701.0,5693640.0,24.99,8.1,5459444224.0,No
Leading Stocks (RS > 90),15,HBM,23.67,9048111.0,Basic Materials,Copper,97.0,93.0,96.0,97.0,5342842.0,8014350.0,28.74,5.95,9380799488.0,No
Leading Stocks (RS > 90),16,SII,122.68,560693.0,Financial Services,Asset Management,96.0,95.0,96.0,94.0,194996.0,359500.0,143.0,39.33,3163458048.0,No
Leading Stocks (RS > 90),17,BVN,34.24,3610301.0,Basic Materials,Other Precious Metals & Mining,96.0,94.0,96.0,95.0,1653800.0,1870610.0,41.29,12.27,8701589504.0,No
Leading Stocks (RS > 90),18,EGO,42.9,3433996.0,Basic Materials,Gold,96.0,93.0,97.0,96.0,1765280.0,2373100.0,51.16,13.29,8665984000.0,No
Leading Stocks (RS > 90),19,GOLD,51.91,1097933.0,Financial Services,Capital Markets,96.0,98.0,98.0,97.0,600349.0,971420.0,57.66,19.39,1277811456.0,No
Leading Stocks (RS > 90),20,SCCO,190.31,4168908.0,Basic Materials,Copper,95.0,96.0,94.0,96.0,1585810.0,2806260.0,218.81,72.86,155891122176.0,No
Leading Stocks (RS > 90),21,BELFA,183.75,63047.0,Technology,Electronic Components,95.0,93.0,94.0,92.0,39219.0,68550.0,197.63,53.95,2571593728.0,No
Leading Stocks (RS > 90),22,VPG,50.08,597815.0,Technology,Scientific & Technical Instruments,94.0,96.0,93.0,95.0,189429.0,473610.0,51.55,18.57,665016576.0,No
Leading Stocks (RS > 90),23,STRS,29.67,24133.0,Real Estate,Real Estate - Diversified,94.0,94.0,97.0,94.0,10362.0,10670.0,29.93,15.1,239696656.0,No
Leading Stocks (RS > 90),24,NVMI,457.84,797461.0,Technology,Semiconductor Equipment & Materials,94.0,97.0,92.0,93.0,337529.0,387200.0,507.27,154.0,13576084480.0,No
Leading Stocks (RS > 90),25,CHRW,194.95,3502525.0,Industrials,Integrated Freight & Logistics,94.0,94.0,96.0,93.0,1637263.0,2173770.0,200.33,84.68,23030841344.0,No
Leading Stocks (RS > 90),26,UCTT,43.68,1156324.0,Technology,Semiconductor Equipment & Materials,94.0,98.0,96.0,95.0,699773.0,1171630.0,48.66,16.66,1982508032.0,No
Leading Stocks (RS > 90),27,LUV,47.52,14344955.0,Industrials,Airlines,92.0,91.0,96.0,91.0,9517311.0,11277370.0,49.85,23.82,24956919808.0,No
Leading Stocks (RS > 90),28,DLX,26.4,1079817.0,Industrials,Conglomerates,91.0,92.0,95.0,92.0,393132.0,634870.0,27.26,13.61,1188202368.0,No
Leading Stocks (RS > 90),29,PLXS,199.33,590322.0,Technology,Electronic Components,91.0,97.0,95.0,91.0,221522.0,418340.0,208.22,103.43,5336944640.0,No
