Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
15,AAOI,157.55,12714587.0,Technology,Communication Equipment,99.0,90.0,99.0,99.0,10985659.0,9753280.0,191.87,12.56,12611509248.0,No,2026-05-07,123.46,54.24,129.53,67.87
16,LITE,892.58,7204581.0,Technology,Communication Equipment,99.0,24.0,97.0,99.0,6223719.0,5780540.0,1021.0,63.98,69442723840.0,No,,783.67,396.0,793.24,507.51
20,MXL,82.37,5451052.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,2876922.0,9975470.0,87.7,10.89,7375901184.0,No,,29.8,20.01,35.1,23.16
27,NBTX,42.61,118956.0,Healthcare,Biotechnology,99.0,96.0,98.0,98.0,67865.0,99450.0,44.46,3.26,2066393856.0,No,,32.76,21.68,33.25,25.9
30,ABVX,124.65,1179751.0,Healthcare,Biotechnology,99.0,63.0,79.0,84.0,943457.0,854730.0,148.83,5.59,9883645952.0,No,,116.55,105.35,116.91,116.83
45,INBX,124.52,464972.0,Healthcare,Biotechnology,99.0,98.0,95.0,93.0,318981.0,563280.0,155.29,10.84,1818899200.0,No,,84.8,63.69,86.66,79.66
46,PRAX,333.28,436539.0,Healthcare,Biotechnology,99.0,60.0,73.0,97.0,411078.0,411600.0,356.0,35.21,9289281536.0,No,2026-05-07,317.87,208.28,316.44,277.78
48,CIEN,538.76,3171400.0,Technology,Communication Equipment,99.0,78.0,98.0,99.0,2862391.0,1978980.0,583.78,70.77,76179824640.0,No,,432.55,246.39,446.31,304.28
49,MU,646.63,46040165.0,Technology,Semiconductors,99.0,98.0,96.0,99.0,41929322.0,43847670.0,683.09,83.36,729226674176.0,No,,442.34,287.42,450.4,353.05
50,STX,766.44,4556440.0,Technology,Computer Hardware,99.0,97.0,97.0,99.0,3934650.0,5762130.0,792.01,94.97,171858067456.0,No,,488.7,318.27,508.77,378.32
51,CELC,130.71,1343065.0,Healthcare,Biotechnology,99.0,83.0,89.0,96.0,804113.0,1352850.0,151.02,9.51,6318087168.0,No,,117.46,87.35,117.09,103.78
53,HUT,101.18,9179130.0,Financial Services,Capital Markets,99.0,98.0,99.0,98.0,4671665.0,5209030.0,111.33,12.81,11392272384.0,No,,61.71,46.52,63.44,53.95
56,ICHR,71.23,1180279.0,Technology,Semiconductor Equipment & Materials,99.0,95.0,99.0,99.0,973078.0,1232300.0,72.87,13.12,2475264768.0,No,,54.41,30.28,55.15,35.48
59,DOCN,150.43,5673961.0,Technology,Software - Infrastructure,99.0,98.0,99.0,99.0,4563960.0,4432160.0,162.0,25.56,15699503104.0,No,,84.77,54.01,88.68,63.32
65,INTC,109.62,119366028.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,107043293.0,179162460.0,114.51,18.97,550950141952.0,No,,60.52,41.83,64.92,49.2
67,BAND,48.58,991120.0,Technology,Software - Infrastructure,99.0,99.0,99.0,99.0,676332.0,1657160.0,49.25,12.5,1555400832.0,No,,21.29,16.48,23.89,17.69
77,NBIS,184.77,18246218.0,Communication Services,Internet Content & Information,99.0,97.0,99.0,95.0,16355439.0,16183960.0,197.89,27.2,46912770048.0,No,,128.15,101.45,131.81,108.83
81,LASR,66.19,2115913.0,Technology,Semiconductors,99.0,79.0,94.0,98.0,1691259.0,947550.0,80.27,8.23,3733543680.0,No,2026-05-07,65.98,42.45,66.02,48.77
83,ANAB,66.96,1268518.0,Healthcare,Biotechnology,99.0,97.0,98.0,99.0,850490.0,713600.0,72.36,11.4,1948596352.0,No,2026-05-07,47.21,29.83,48.28,35.91
86,FORM,144.68,1971451.0,Technology,Semiconductor Equipment & Materials,99.0,92.0,97.0,99.0,1601934.0,2299050.0,159.09,26.08,11278495744.0,No,,113.86,67.13,116.64,82.39
98,SITM,797.31,1255178.0,Technology,Semiconductors,98.0,99.0,98.0,99.0,421240.0,368010.0,845.0,173.14,21046454272.0,No,,429.69,335.84,450.32,380.0
100,TTMI,153.77,2274130.0,Technology,Electronic Components,98.0,97.0,96.0,98.0,1990022.0,2910950.0,180.0,25.68,15969024000.0,No,,114.45,78.27,117.25,91.66
102,ARWR,77.95,2299167.0,Healthcare,Biotechnology,98.0,91.0,86.0,97.0,2210268.0,1547710.0,79.48,12.44,10915509248.0,No,2026-05-07,64.87,49.8,65.13,59.99
104,APLD,41.53,24290109.0,Technology,Information Technology Services,98.0,97.0,95.0,87.0,21491570.0,27882710.0,44.25,5.13,11868008448.0,No,,29.31,26.87,29.43,30.39
111,VSAT,66.33,1741191.0,Technology,Communication Equipment,98.0,89.0,97.0,96.0,1583465.0,1439640.0,68.92,8.61,9009697792.0,No,,53.68,39.29,54.91,44.48
112,DNTH,85.47,987348.0,Healthcare,Biotechnology,98.0,15.0,97.0,98.0,945309.0,441730.0,96.5,16.64,4672323072.0,No,,81.79,48.34,83.13,56.62
114,POWL,305.93,894094.0,Industrials,Electrical Equipment & Parts,98.0,96.0,97.0,98.0,707549.0,825570.0,325.94,54.75,11145533440.0,No,,210.58,139.21,216.87,160.86
119,MANE,107.85,576511.0,Healthcare,Biotechnology,98.0,98.0,99.0,,513477.0,1133940.0,117.71,32.0,4474057728.0,No,,68.66,,71.18,
122,SIMO,242.71,1176352.0,Technology,Semiconductors,98.0,99.0,98.0,98.0,721378.0,1590120.0,251.71,52.03,8229771264.0,No,,141.14,107.06,148.64,118.91
127,ENLT,85.09,320287.0,Utilities,Utilities - Renewable,98.0,91.0,95.0,98.0,173034.0,154830.0,93.85,16.87,11856150528.0,No,,77.18,48.72,77.53,57.22
129,STRL,811.41,1041674.0,Industrials,Engineering & Construction,98.0,99.0,98.0,98.0,553232.0,734100.0,888.95,172.69,24898889728.0,No,,463.48,368.27,478.27,397.56
149,LGN,97.44,1892132.0,Industrials,Engineering & Construction,98.0,98.0,98.0,98.0,1540867.0,1506470.0,102.64,26.96,16004265984.0,No,,64.65,,66.85,52.17
153,IMOS,59.44,153336.0,Technology,Semiconductors,98.0,97.0,97.0,99.0,61472.0,96510.0,60.47,15.06,2066782464.0,No,,41.79,29.53,42.41,34.88
157,COHR,319.19,12389341.0,Technology,Scientific & Technical Instruments,98.0,85.0,95.0,98.0,7350267.0,6336940.0,364.8,67.5,59842334720.0,No,,284.8,183.15,287.1,216.95
