Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,90,91,96
🔹 RS > 80: Leading Sectors,Semiconductors,92,90,94,92
🔹 RS > 80: Leading Sectors,Trucking,85,91,83,92
🔹 RS > 80: Leading Sectors,Coking Coal,84,93,81,81
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,83,90,86,84
🔹 RS ≥ 80: Breakout Sectors,Silver,89,62,23,73
