Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Oil & Gas Drilling,94,89,87,96
🔹 RS > 80: Leading Sectors,Semiconductors,92,93,93,89
🔹 RS ≥ 80: Breakout Sectors,Copper,89,19,21,78
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,87,29,24,74
🔹 RS ≥ 80: Breakout Sectors,Uranium,84,11,30,69
🔹 RS ≥ 80: Breakout Sectors,Gold,82,15,21,68
🕵️ Improving Watchlist (RS < 75),Diagnostics & Research,44,34,32,30
