Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
37,WDC,643.83,11521792.0,Technology,Computer Hardware,99.0,97.0,98.0,99.0,58.2586,44.4943,8015943.0,10731110.0,799.87,62.13,,221916708864,No,500.3,275.0,527.77,343.61
38,MU,1048.51,57301842.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,102.9907,76.2857,50893654.0,54289640.0,1213.56,103.38,2026-06-24,1182440357888,No,773.66,415.44,826.05,519.76
62,VPG,133.39,488997.0,Technology,Scientific & Technical Instruments,99.0,94.0,99.0,99.0,12.6464,12.0036,469909.0,591030.0,148.39,25.58,,1774220416,No,96.4,53.81,105.62,64.63
63,DFTX,42.13,12455589.0,Healthcare,Biotechnology,99.0,99.0,98.0,99.0,3.1857,2.2057,2300477.0,4118750.0,44.53,6.4,,4594983936,No,23.6,16.72,24.88,19.35
71,SYRE,86.24,4033208.0,Healthcare,Biotechnology,99.0,93.0,98.0,98.0,6.4857,5.355,1271711.0,1667510.0,102.06,14.0,,7489189888,No,75.08,42.05,76.56,51.86
78,VSH,55.59,6321351.0,Technology,Semiconductors,99.0,94.0,99.0,99.0,6.9279,6.1721,5671491.0,9017130.0,69.47,11.77,,7566123008,No,42.96,23.24,46.56,27.54
79,PRAX,308.94,559134.0,Healthcare,Biotechnology,99.0,12.0,49.0,73.0,17.8801,17.2608,449330.0,512040.0,366.52,37.19,,8612868096,No,315.31,249.2,314.7,306.48
86,UCTT,108.42,1252527.0,Technology,Semiconductor Equipment & Materials,99.0,97.0,96.0,99.0,9.9547,8.244,1108440.0,1317440.0,125.0,21.28,,4860290048,No,87.92,51.12,92.09,62.71
110,LQDA,75.54,1904194.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,96.0,98.0,98.0,5.0371,4.8336,1749635.0,3215580.0,77.09,11.85,,6717628416,No,54.14,37.59,57.72,43.59
119,CDNL,81.94,794570.0,Industrials,Engineering & Construction,98.0,99.0,98.0,99.0,5.8142,5.7135,480993.0,569670.0,82.66,21.98,,1253361152,No,57.01,,60.25,
121,SHAZ,83.69,837656.0,Technology,Information Technology Services,98.0,96.0,99.0,,11.4021,10.62,630040.0,1482470.0,97.48,16.55,,1412736768,No,58.85,,64.11,
138,ASX,41.34,10431580.0,Technology,Semiconductors,98.0,94.0,97.0,98.0,2.8321,1.9557,9209343.0,13485480.0,44.47,9.3,,90697719808,No,34.47,21.49,35.88,25.55
