Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductors,91,93,92,87
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,88,62,37,89
🔹 RS ≥ 80: Breakout Sectors,Gold,87,40,36,86
🕵️ Improving Watchlist (RS < 75),Utilities - Renewable,70,59,58,57
🕵️ Improving Watchlist (RS < 75),Electrical Equipment & Parts,65,64,60,57
🕵️ Improving Watchlist (RS < 75),Mortgage Finance,24,22,20,13
