Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,88,92,97
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,92,85,89,91
🔹 RS ≥ 80: Breakout Sectors,Real Estate - Diversified,85,20,30,88
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,84,23,24,70
🔹 RS ≥ 80: Breakout Sectors,Copper,84,22,11,74
🔹 RS ≥ 80: Breakout Sectors,Gold,82,19,28,75
