Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,CHRN,23.36,603121.0,Technology,Information Technology Services,99.0,98.0,98.0,99.0,183457.0,356970.0,23.36,2.73,3342661376.0,No,,13.11,8.25,14.2,10.06
Leading Stocks (RS > 90),2,MRVL,316.43,80442663.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,30691420.0,51396420.0,324.2,61.44,277051277312.0,No,,162.05,102.53,176.93,115.63
Leading Stocks (RS > 90),3,VSH,63.78,9927818.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,4050931.0,8657000.0,66.24,11.77,8691718144.0,No,,32.47,20.36,35.92,23.07
Leading Stocks (RS > 90),4,BRUN,35.96,2369995.0,Technology,Software - Infrastructure,99.0,99.0,99.0,98.0,995057.0,2420750.0,42.0,10.16,2212046336.0,No,,19.32,13.59,21.35,14.86
Leading Stocks (RS > 90),5,BAND,73.19,1598632.0,Technology,Software - Infrastructure,99.0,98.0,99.0,99.0,818530.0,1077820.0,73.73,12.5,2343346944.0,No,,37.58,20.7,42.96,24.1
Leading Stocks (RS > 90),6,VPG,128.62,668898.0,Technology,Scientific & Technical Instruments,99.0,99.0,99.0,99.0,382388.0,644600.0,136.21,25.49,1709311488.0,No,,73.68,47.0,80.03,54.41
Leading Stocks (RS > 90),7,TSAT,54.92,706565.0,Technology,Communication Equipment,97.0,91.0,96.0,97.0,208006.0,221800.0,59.12,15.67,2821709568.0,No,,48.21,33.66,50.06,36.79
Leading Stocks (RS > 90),8,INOD,121.5,2844549.0,Technology,Information Technology Services,98.0,99.0,99.0,97.0,1724273.0,1881900.0,125.14,34.23,3967625984.0,No,,63.48,59.15,71.03,57.87
Leading Stocks (RS > 90),9,LQDA,62.35,4083724.0,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,98.0,97.0,96.0,1371793.0,1376550.0,66.24,11.85,5560673792.0,No,,45.84,34.88,47.58,39.35
Leading Stocks (RS > 90),10,RDW,21.44,69578299.0,Industrials,Aerospace & Defense,97.0,99.0,98.0,99.0,32417019.0,66850520.0,26.64,4.87,4270784768.0,No,,12.43,9.53,13.7,10.29
Leading Stocks (RS > 90),11,CEVA,49.58,1339036.0,Technology,Semiconductors,97.0,97.0,98.0,97.0,673269.0,955180.0,51.25,17.02,1381267456.0,No,,30.32,24.97,32.73,25.08
Leading Stocks (RS > 90),12,OUST,47.06,5063357.0,Technology,Electronic Components,97.0,98.0,98.0,97.0,3374690.0,5153230.0,49.39,13.45,2996767232.0,No,,28.63,26.27,30.93,24.87
Leading Stocks (RS > 90),13,MEC,32.75,871146.0,Industrials,Metal Fabrication,96.0,97.0,96.0,96.0,294155.0,839920.0,33.5,12.1,836458368.0,No,,23.02,18.54,24.14,20.42
Leading Stocks (RS > 90),14,ADEA,32.36,3585662.0,Technology,Software - Application,96.0,92.0,95.0,98.0,1697325.0,2235450.0,34.34,11.61,3574068992.0,No,,28.35,19.77,28.95,21.39
Leading Stocks (RS > 90),15,TWST,73.93,2015757.0,Healthcare,Diagnostics & Research,96.0,96.0,95.0,98.0,1339403.0,1687320.0,80.5,23.3,4603718144.0,No,,56.85,40.73,58.67,45.56
Leading Stocks (RS > 90),16,PRE,20.83,364221.0,Healthcare,Diagnostics & Research,95.0,95.0,92.0,91.0,214153.0,301230.0,23.63,6.88,354033184.0,No,,18.18,15.82,18.1,17.4
Leading Stocks (RS > 90),17,MOV,37.45,280438.0,Consumer Cyclical,Luxury Goods,95.0,97.0,95.0,95.0,178874.0,329290.0,38.77,14.71,832409856.0,No,,28.18,22.7,29.33,24.77
Leading Stocks (RS > 90),18,FTK,24.92,476552.0,Energy,Oil & Gas Equipment & Services,94.0,97.0,94.0,95.0,286009.0,343340.0,25.54,10.95,901904704.0,No,,17.81,16.19,18.15,17.08
Leading Stocks (RS > 90),19,NN,23.65,5328752.0,Technology,Software - Infrastructure,93.0,95.0,93.0,95.0,2436050.0,2626230.0,24.42,10.87,3224687104.0,No,,19.24,16.31,19.9,17.17
Leading Stocks (RS > 90),20,PLSE,26.94,638632.0,Healthcare,Medical Instruments & Supplies,93.0,97.0,94.0,97.0,300622.0,249620.0,28.53,12.56,1864509696.0,No,,22.48,18.15,23.04,18.87
Leading Stocks (RS > 90),21,PDEX,67.0,59167.0,Healthcare,Medical Instruments & Supplies,91.0,93.0,93.0,95.0,30419.0,47530.0,68.99,23.47,213914848.0,No,,55.52,42.71,57.08,46.19
