Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,BE,84.79,22630848,Industrials,Electrical Equipment & Parts,99.0,99.0,96.0,94.0,11960298.0,16655530.0,86.89,9.02,19819626496.0,No
Leading Stocks (RS > 90),2,QURE,58.37,4830695,Healthcare,Biotechnology,99.0,97.0,98.0,91.0,2781539.0,11663970.0,60.7,4.45,3595812096.0,No
Leading Stocks (RS > 90),3,TVRD,39.28,92393,Healthcare,Biotechnology,98.0,97.0,96.0,91.0,37511.0,85580.0,40.77,8.14,367876704.0,No
Leading Stocks (RS > 90),4,UI,663.45,360928,Technology,Communication Equipment,97.0,96.0,97.0,98.0,158917.0,183950.0,676.25,215.62,39986020352.0,No
Leading Stocks (RS > 90),5,KGC,24.85,28140594,Basic Materials,Gold,97.0,97.0,95.0,98.0,17850614.0,20924540.0,25.01,8.99,30305019904.0,No
Leading Stocks (RS > 90),6,ETON,21.78,572199,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,96.0,98.0,99.0,359009.0,399080.0,23.0,5.8,584085952.0,No
"Top Movers (RS ≥ 85, Improving)",1,RAPT,25.79,1085238,Healthcare,Biotechnology,98.0,87.0,2.0,1.0,128863.0,261720.0,27.74,5.66,426509728.0,No
"Top Movers (RS ≥ 85, Improving)",2,ZBIO,22.2,354261,Healthcare,Biotechnology,97.0,96.0,12.0,4.0,202192.0,258100.0,26.25,5.83,934848960.0,No
"Top Movers (RS ≥ 85, Improving)",3,WDC,120.06,13577332,Technology,Computer Hardware,98.0,96.0,95.0,7.0,7639430.0,9243160.0,122.59,28.83,41651466240.0,No
"Top Movers (RS ≥ 85, Improving)",4,MRUS,94.15,13737601,Healthcare,Biotechnology,97.0,88.0,80.0,16.0,1227844.0,4347880.0,94.56,33.19,7135105024.0,No
"Top Movers (RS ≥ 85, Improving)",5,SMTC,71.49,3066563,Technology,Semiconductors,94.0,92.0,81.0,7.0,1830519.0,1453980.0,79.52,24.05,6301678080.0,No
"Top Movers (RS ≥ 85, Improving)",6,PHVS,24.96,816234,Healthcare,Biotechnology,91.0,88.0,59.0,8.0,167642.0,283100.0,26.33,11.51,1604916608.0,No
"Top Movers (RS ≥ 85, Improving)",7,SA,24.15,2087709,Basic Materials,Gold,95.0,90.0,86.0,14.0,1059379.0,2327210.0,24.19,9.4,2468459520.0,No
"Top Movers (RS ≥ 85, Improving)",8,GMAB,30.67,5637125,Healthcare,Biotechnology,92.0,77.0,18.0,16.0,1338439.0,1694450.0,30.84,17.23,18878803968.0,No
"Top Movers (RS ≥ 85, Improving)",9,LENZ,46.68,863028,Healthcare,Biotechnology,94.0,93.0,92.0,22.0,469825.0,377500.0,47.49,16.54,1328559232.0,No
"Top Movers (RS ≥ 85, Improving)",10,CRH,119.89,6378539,Basic Materials,Building Materials,86.0,83.0,68.0,57.0,4040798.0,4208080.0,121.66,76.75,80422338560.0,No
