Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,85,90,97
🔹 RS > 80: Leading Sectors,Semiconductors,92,86,94,94
🔹 RS ≥ 80: Breakout Sectors,Copper,85,32,12,77
🔹 RS ≥ 80: Breakout Sectors,Uranium,83,6,14,63
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,80,24,15,65
🕵️ Improving Watchlist (RS < 75),Mortgage Finance,20,19,13,10
