Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Trucking,88,95,92,92
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,87,94,90,88
🔹 RS > 80: Leading Sectors,Textile Manufacturing,82,96,90,92
🔹 RS ≥ 80: Breakout Sectors,Copper,84,40,36,69
🔹 RS ≥ 80: Breakout Sectors,Silver,83,12,11,65
