Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,93,81,88,90
🔹 RS > 80: Leading Sectors,Semiconductors,90,93,90,85
🔹 RS ≥ 80: Breakout Sectors,Copper,90,26,25,87
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,86,32,36,87
🔹 RS ≥ 80: Breakout Sectors,Real Estate - Diversified,81,15,30,79
