Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,HYMC,24.52,20141162,Basic Materials,Gold,99.0,98.0,98.0,98.0,1687171.0,2269020.0,26.25,1.99,1985281280.0,No
Leading Stocks (RS > 90),2,LYEL,37.37,367649,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,45104.0,81210.0,45.0,7.65,793886528.0,No
Leading Stocks (RS > 90),3,DBVT,20.27,850422,Healthcare,Biotechnology,98.0,97.0,98.0,96.0,337358.0,888160.0,26.18,2.92,813507584.0,No
Leading Stocks (RS > 90),4,BLTE,155.49,338850,Healthcare,Biotechnology,97.0,96.0,98.0,97.0,160198.0,249080.0,162.0,49.0,5833150464.0,No
Leading Stocks (RS > 90),5,RKLB,77.55,46433954,Industrials,Aerospace & Defense,97.0,98.0,95.0,96.0,22712611.0,30249970.0,78.44,14.71,41423822848.0,No
Leading Stocks (RS > 90),6,HUT,50.39,13498913,Financial Services,Capital Markets,97.0,97.0,95.0,97.0,7777915.0,8416810.0,57.29,10.04,5443965952.0,No
Leading Stocks (RS > 90),7,FEIM,53.02,442692,Technology,Communication Equipment,97.0,98.0,97.0,96.0,268949.0,422550.0,54.45,13.69,518410848.0,No
Leading Stocks (RS > 90),8,FBRX,29.33,194018,Healthcare,Biotechnology,97.0,96.0,97.0,95.0,119200.0,211060.0,31.27,4.9,367415008.0,No
Leading Stocks (RS > 90),9,ASA,61.59,209692,Financial Services,Asset Management,96.0,95.0,95.0,95.0,116725.0,100800.0,62.65,19.72,1162346880.0,No
Leading Stocks (RS > 90),10,ENLT,43.44,45710,Utilities,Utilities - Renewable,96.0,92.0,96.0,94.0,30120.0,27270.0,44.01,14.01,5736938496.0,No
Leading Stocks (RS > 90),11,ISBA,54.21,38606,Financial Services,Banks - Regional,95.0,94.0,96.0,91.0,14326.0,34280.0,58.5,21.5,398980832.0,No
Leading Stocks (RS > 90),12,USAU,20.56,547118,Basic Materials,Gold,95.0,96.0,92.0,92.0,303965.0,293930.0,20.66,5.86,295862560.0,No
Leading Stocks (RS > 90),13,BELFA,154.65,33349,Technology,Electronic Components,93.0,95.0,92.0,94.0,19131.0,23570.0,159.53,53.95,2164337152.0,No
Leading Stocks (RS > 90),14,AAOI,39.1,9685780,Technology,Communication Equipment,92.0,98.0,95.0,93.0,5251838.0,5871240.0,41.27,9.71,2669402368.0,No
"Top Movers (RS ≥ 85, Improving)",1,DAVE,218.01,758341,Technology,Software - Application,92.0,89.0,20.0,17.0,466658.0,384830.0,286.45,65.46,2944024832.0,No
