Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,CRVS,25.52,12795568.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,2946075.0,11198120.0,26.22,2.54,1905881344.0,No
Leading Stocks (RS > 90),2,RAPT,57.64,2635561.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,953437.0,3605640.0,57.7,5.66,1669287808.0,No
Leading Stocks (RS > 90),3,BNR,41.06,110639.0,Healthcare,Diagnostics & Research,98.0,98.0,98.0,98.0,50657.0,28980.0,41.69,2.18,442076448.0,No
Leading Stocks (RS > 90),4,FTAI,293.49,3897954.0,Industrials,Rental & Leasing Services,97.0,98.0,97.0,97.0,1347603.0,2031740.0,310.0,81.45,30104127488.0,No
Leading Stocks (RS > 90),5,SKE,31.24,1638451.0,Basic Materials,Other Industrial Metals & Mining,97.0,95.0,97.0,95.0,741944.0,856780.0,31.33,8.53,3782955776.0,No
Leading Stocks (RS > 90),6,AAUC,30.7,1309384.0,Basic Materials,Gold,97.0,95.0,97.0,96.0,689378.0,1025530.0,30.96,7.5,3825341184.0,No
Leading Stocks (RS > 90),7,CDE,25.77,35392603.0,Basic Materials,Gold,97.0,97.0,93.0,97.0,19462237.0,24927900.0,25.84,4.58,16549621760.0,No
Leading Stocks (RS > 90),8,AUGO,69.31,1043847.0,Basic Materials,Gold,97.0,96.0,98.0,97.0,615890.0,826380.0,70.16,22.24,5789776384.0,No
Leading Stocks (RS > 90),9,KRMN,111.61,2935272.0,Industrials,Aerospace & Defense,97.0,97.0,94.0,96.0,1810013.0,2100420.0,116.28,25.02,14768506880.0,No
Leading Stocks (RS > 90),10,NESR,20.1,1714007.0,Energy,Oil & Gas Equipment & Services,97.0,96.0,97.0,98.0,1099957.0,1266810.0,20.36,5.2,2025633024.0,No
Leading Stocks (RS > 90),11,DNTH,52.76,1358417.0,Healthcare,Biotechnology,96.0,93.0,95.0,97.0,714309.0,906150.0,53.67,13.37,2262138624.0,No
Leading Stocks (RS > 90),12,MKSI,223.0,1833416.0,Technology,Scientific & Technical Instruments,96.0,96.0,96.0,96.0,970563.0,1182410.0,233.11,54.84,14978792448.0,No
Leading Stocks (RS > 90),13,SA,36.94,1812670.0,Basic Materials,Gold,96.0,94.0,96.0,96.0,1016136.0,1169680.0,37.22,9.4,3936107776.0,No
Leading Stocks (RS > 90),14,EGO,45.17,2881588.0,Basic Materials,Gold,96.0,94.0,97.0,96.0,1679736.0,1639570.0,46.44,13.29,9120282624.0,No
Leading Stocks (RS > 90),15,MUX,26.14,2082306.0,Basic Materials,Other Precious Metals & Mining,96.0,96.0,91.0,96.0,1252178.0,1345370.0,26.74,6.38,1547970176.0,No
Leading Stocks (RS > 90),16,FET,43.48,205090.0,Energy,Oil & Gas Equipment & Services,96.0,93.0,95.0,96.0,124062.0,144120.0,43.97,12.78,517554464.0,No
Leading Stocks (RS > 90),17,INTC,54.32,154053301.0,Technology,Semiconductors,96.0,97.0,94.0,96.0,95742929.0,148876740.0,54.59,17.67,259106390016.0,No
Leading Stocks (RS > 90),18,SII,127.59,277355.0,Financial Services,Asset Management,96.0,95.0,95.0,94.0,171447.0,226310.0,130.8,39.33,3290068480.0,No
Leading Stocks (RS > 90),19,PAAS,61.72,9386025.0,Basic Materials,Gold,96.0,91.0,97.0,96.0,6222039.0,7203960.0,61.87,20.55,26048741376.0,No
Leading Stocks (RS > 90),20,CGON,55.85,2344936.0,Healthcare,Biotechnology,95.0,97.0,91.0,96.0,1048457.0,1906530.0,57.88,14.8,4614566400.0,No
Leading Stocks (RS > 90),21,AEIS,275.57,923401.0,Industrials,Electrical Equipment & Parts,95.0,94.0,93.0,95.0,456260.0,556120.0,276.85,75.01,10401524736.0,No
Leading Stocks (RS > 90),22,VPG,47.79,574586.0,Technology,Scientific & Technical Instruments,94.0,93.0,92.0,93.0,159524.0,272670.0,50.5,18.57,634607488.0,No
Leading Stocks (RS > 90),23,BWAY,24.19,131416.0,Healthcare,Medical Devices,95.0,97.0,95.0,95.0,82444.0,137600.0,24.84,7.84,480971136.0,No
Leading Stocks (RS > 90),24,KEP,22.53,792158.0,Utilities,Utilities - Regulated Electric,95.0,96.0,95.0,92.0,496301.0,706340.0,23.41,7.03,28926902272.0,No
Leading Stocks (RS > 90),25,BTU,38.52,4702359.0,Energy,Thermal Coal,95.0,94.0,92.0,96.0,3048152.0,3373730.0,39.95,9.61,4684032000.0,No
Leading Stocks (RS > 90),26,CEF,55.01,2745086.0,ETF,ETF,94.0,93.0,94.0,93.0,1272932.0,1987830.0,55.22,24.87,10654279680.0,No
Leading Stocks (RS > 90),27,CIB,78.78,619751.0,Financial Services,Banks - Regional,94.0,94.0,94.0,94.0,321486.0,409050.0,80.17,33.02,20537196544.0,No
Leading Stocks (RS > 90),28,MT,53.42,3030710.0,Basic Materials,Steel,93.0,92.0,93.0,91.0,1300055.0,1685050.0,54.59,23.2,40631250944.0,No
Leading Stocks (RS > 90),29,UCTT,44.14,1362321.0,Technology,Semiconductor Equipment & Materials,93.0,98.0,95.0,94.0,656240.0,1323890.0,47.8,16.66,2003385984.0,No
Leading Stocks (RS > 90),30,SCCO,176.41,2262248.0,Basic Materials,Copper,93.0,93.0,93.0,94.0,1422849.0,2472710.0,191.22,72.86,144496640000.0,No
