Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,93,87,88,90
🔹 RS > 80: Leading Sectors,Semiconductors,91,93,92,83
🔹 RS ≥ 80: Breakout Sectors,Copper,89,52,14,83
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,87,38,25,84
🔹 RS ≥ 80: Breakout Sectors,Gold,85,26,31,84
🔹 RS ≥ 80: Breakout Sectors,Real Estate - Diversified,82,22,35,80
