Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,92,88,82,90
🔹 RS > 80: Leading Sectors,Trucking,84,88,85,87
🔹 RS ≥ 80: Breakout Sectors,Copper,86,42,10,78
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,84,27,10,77
🔹 RS ≥ 80: Breakout Sectors,Gold,83,23,17,80
🔹 RS ≥ 80: Breakout Sectors,Uranium,80,73,13,51
🕵️ Improving Watchlist (RS < 75),Luxury Goods,74,68,57,50
🕵️ Improving Watchlist (RS < 75),Utilities - Renewable,65,54,52,48
