Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,RDW,24.0,119851938.0,Industrials,Aerospace & Defense,98.0,99.0,99.0,99.0,28116470.0,57379290.0,24.92,4.87,4774049280.0,No,,10.94,9.15,12.32,9.77
Leading Stocks (RS > 90),2,VPG,125.92,913154.0,Technology,Scientific & Technical Instruments,99.0,99.0,99.0,99.0,353180.0,928700.0,131.68,24.89,1674861952.0,No,,63.34,43.98,71.45,51.27
Leading Stocks (RS > 90),3,LUNR,40.34,29577850.0,Industrials,Aerospace & Defense,99.0,98.0,99.0,99.0,14474856.0,18100220.0,45.52,7.78,6472646144.0,No,,26.05,16.48,28.53,19.79
Leading Stocks (RS > 90),4,VSAT,85.57,3013630.0,Technology,Communication Equipment,99.0,97.0,97.0,98.0,1700478.0,2172290.0,87.48,8.61,11623093248.0,No,,60.83,42.87,64.61,48.47
Leading Stocks (RS > 90),5,FCEL,23.69,9089795.0,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,99.0,6054976.0,14883960.0,27.69,3.78,1255045632.0,No,,11.72,8.55,13.53,9.66
Leading Stocks (RS > 90),6,WOLF,63.26,16463649.0,Technology,Semiconductors,98.0,99.0,99.0,99.0,5153270.0,12940370.0,80.82,8.05,3057930240.0,No,,33.79,,39.16,25.14
Leading Stocks (RS > 90),7,ASTS,129.6,34852084.0,Technology,Communication Equipment,98.0,98.0,96.0,98.0,17661680.0,26714920.0,131.18,22.47,50300948480.0,No,,85.68,76.48,89.32,85.36
Leading Stocks (RS > 90),8,ASYS,21.79,467073.0,Technology,Semiconductor Equipment & Materials,98.0,94.0,97.0,98.0,243335.0,304910.0,24.0,3.85,315935136.0,No,,16.35,11.76,17.69,13.69
Leading Stocks (RS > 90),9,BRUN,29.38,1444076.0,Technology,Software - Infrastructure,98.0,98.0,99.0,98.0,768741.0,2089110.0,31.5,10.13,1804774272.0,No,,16.3,12.82,18.36,13.92
Leading Stocks (RS > 90),10,SPIR,25.48,2883319.0,Industrials,Specialty Business Services,98.0,98.0,99.0,98.0,1676915.0,1780720.0,25.93,6.6,986370240.0,No,,17.25,11.78,18.92,12.71
Leading Stocks (RS > 90),11,VSH,48.9,5537534.0,Technology,Semiconductors,98.0,98.0,98.0,99.0,3417815.0,7385850.0,50.74,11.77,6655575040.0,No,,27.56,19.06,30.94,21.33
Leading Stocks (RS > 90),12,GFS,81.11,20980513.0,Technology,Semiconductors,96.0,96.0,96.0,97.0,4547240.0,5696680.0,92.55,31.51,44482060288.0,No,,58.75,43.09,62.9,47.88
Leading Stocks (RS > 90),13,AEVA,29.29,4962764.0,Technology,Software - Infrastructure,97.0,99.0,98.0,98.0,1801996.0,2937350.0,38.8,8.83,1846465664.0,No,,16.32,15.08,17.64,15.15
Leading Stocks (RS > 90),14,COHU,54.94,2333616.0,Technology,Semiconductor Equipment & Materials,97.0,93.0,97.0,97.0,1047760.0,1297080.0,55.06,16.95,2591813632.0,No,,40.72,28.52,43.14,32.13
Leading Stocks (RS > 90),15,AOSL,48.86,1562057.0,Technology,Semiconductors,97.0,91.0,98.0,98.0,763556.0,923400.0,51.14,17.01,1462359168.0,No,,33.56,26.46,35.95,25.94
Leading Stocks (RS > 90),16,IMOS,56.72,143807.0,Technology,Semiconductors,97.0,96.0,93.0,96.0,74191.0,91390.0,61.27,15.06,1972205696.0,No,,45.27,31.84,47.05,38.12
Leading Stocks (RS > 90),17,SEDG,73.23,7110005.0,Technology,Solar,97.0,98.0,97.0,97.0,4096055.0,6135410.0,75.73,13.73,4453716992.0,No,,47.26,37.65,50.75,40.14
Leading Stocks (RS > 90),18,OUST,44.23,5605894.0,Technology,Electronic Components,97.0,98.0,98.0,97.0,3272878.0,7091820.0,45.95,10.61,2816254464.0,No,,25.72,25.87,27.81,24.09
Leading Stocks (RS > 90),19,ACMR,88.64,2273497.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,91.0,98.0,1343426.0,2159110.0,89.78,21.87,6125864960.0,No,,53.47,44.52,57.3,49.92
Leading Stocks (RS > 90),20,FLY,57.28,11587307.0,Industrials,Aerospace & Defense,97.0,98.0,99.0,98.0,6563910.0,8013300.0,73.8,16.0,9178272768.0,No,,36.0,30.46,39.37,28.38
Leading Stocks (RS > 90),21,ATEX,63.71,508000.0,Communication Services,Telecom Services,97.0,96.0,97.0,98.0,322841.0,369970.0,66.29,17.58,1193472256.0,No,,46.37,29.74,49.17,34.33
Leading Stocks (RS > 90),22,AMBQ,80.57,861230.0,Technology,Semiconductors,97.0,99.0,98.0,99.0,550645.0,1242710.0,85.72,22.12,1722244480.0,No,,41.24,33.63,46.87,34.9
Leading Stocks (RS > 90),23,POWI,86.9,2796142.0,Technology,Semiconductors,96.0,94.0,97.0,98.0,1125000.0,1398160.0,87.82,30.86,4842066944.0,No,,62.7,47.14,66.62,49.67
Leading Stocks (RS > 90),24,CYD,59.71,357718.0,Consumer Cyclical,Auto Manufacturers,96.0,97.0,93.0,94.0,166338.0,262560.0,61.48,16.77,2240219136.0,No,,43.96,40.41,45.83,43.03
Leading Stocks (RS > 90),25,MOV,34.29,647002.0,Consumer Cyclical,Luxury Goods,94.0,95.0,93.0,95.0,152320.0,171950.0,34.29,14.71,762171776.0,No,2026-05-27,26.59,22.07,27.59,23.99
Leading Stocks (RS > 90),26,ARW,217.51,1031926.0,Technology,Electronics & Computer Distribution,94.0,92.0,94.0,96.0,635808.0,746310.0,224.83,101.79,11122144256.0,No,,175.98,136.84,182.83,144.98
Leading Stocks (RS > 90),27,CLFD,51.26,1017167.0,Technology,Communication Equipment,92.0,98.0,96.0,94.0,224041.0,430740.0,52.73,23.76,696595712.0,No,,32.78,32.17,34.95,31.78
Leading Stocks (RS > 90),28,MEC,27.13,432825.0,Industrials,Metal Fabrication,93.0,94.0,91.0,94.0,254408.0,633000.0,28.14,12.1,691652352.0,No,,21.45,18.06,22.67,19.89
Leading Stocks (RS > 90),29,LNTH,99.09,1589443.0,Healthcare,Drug Manufacturers - Specialty & Generic,91.0,92.0,92.0,95.0,998845.0,1162520.0,103.89,47.25,6451361280.0,No,,84.78,67.21,87.39,73.34
