Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,89,94,91,90
🔹 RS > 80: Leading Sectors,Trucking,88,92,91,89
🔹 RS > 80: Leading Sectors,Textile Manufacturing,86,94,93,84
