Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,83,90,96
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,88,93,91,90
🔹 RS > 80: Leading Sectors,Trucking,88,95,92,93
🔹 RS > 80: Leading Sectors,Textile Manufacturing,86,96,92,92
🔹 RS ≥ 80: Breakout Sectors,Copper,82,44,36,71
🔹 RS ≥ 80: Breakout Sectors,Silver,82,8,16,69
