Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,SNSE,26.25,12410161.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,87681.0,43020.0,31.94,5.0,33108862.0,No
Leading Stocks (RS > 90),2,ENLT,72.97,327093.0,Utilities,Utilities - Renewable,98.0,98.0,98.0,97.0,67040.0,140520.0,81.28,14.01,9984678912.0,No
Leading Stocks (RS > 90),3,TAYD,87.26,105794.0,Industrials,Specialty Industrial Machinery,97.0,94.0,98.0,95.0,24610.0,56740.0,90.37,29.5,275141088.0,No
Leading Stocks (RS > 90),4,LASR,54.35,1943873.0,Technology,Semiconductors,98.0,96.0,97.0,96.0,900210.0,1822020.0,56.43,6.2,3008808960.0,No
Leading Stocks (RS > 90),5,NESR,24.67,2260779.0,Energy,Oil & Gas Equipment & Services,98.0,97.0,97.0,98.0,1069965.0,1473310.0,25.13,5.2,2486187264.0,No
Leading Stocks (RS > 90),6,MKSI,250.36,2991659.0,Technology,Scientific & Technical Instruments,97.0,96.0,97.0,97.0,1202060.0,1937950.0,266.08,54.84,16816548864.0,No
Leading Stocks (RS > 90),7,PRE,20.06,387768.0,Healthcare,Diagnostics & Research,97.0,97.0,97.0,97.0,197500.0,283280.0,22.86,3.1,337578464.0,No
Leading Stocks (RS > 90),8,BELFA,206.83,86821.0,Technology,Electronic Components,97.0,91.0,97.0,95.0,45278.0,48260.0,227.42,53.95,2894599936.0,No
Leading Stocks (RS > 90),9,FET,52.08,273666.0,Energy,Oil & Gas Equipment & Services,97.0,96.0,97.0,96.0,157836.0,240270.0,53.11,12.78,619922688.0,No
Leading Stocks (RS > 90),10,CSTM,25.64,4588975.0,Basic Materials,Aluminum,96.0,93.0,97.0,95.0,1385693.0,1840260.0,27.25,7.33,3577780480.0,No
Leading Stocks (RS > 90),11,KEN,82.94,24497.0,Utilities,Utilities - Independent Power Producers,96.0,95.0,95.0,95.0,13366.0,15050.0,84.65,27.1,4325341184.0,No
Leading Stocks (RS > 90),12,MSGS,341.76,991077.0,Communication Services,Entertainment,94.0,94.0,96.0,94.0,193555.0,242400.0,345.46,173.26,8225997824.0,No
Leading Stocks (RS > 90),13,ZIM,29.03,18025606.0,Industrials,Marine Shipping,94.0,97.0,97.0,95.0,4201090.0,2333890.0,29.18,11.04,3496881664.0,No
Leading Stocks (RS > 90),14,KF,49.22,30128.0,Financial Services,Asset Management,95.0,95.0,93.0,94.0,17555.0,16330.0,50.0,18.15,205353184.0,No
Leading Stocks (RS > 90),15,TWST,54.92,2331383.0,Healthcare,Diagnostics & Research,95.0,97.0,98.0,95.0,1391311.0,1811380.0,57.88,23.3,3367238656.0,No
Leading Stocks (RS > 90),16,WF,79.97,110626.0,Financial Services,Banks - Regional,94.0,98.0,94.0,91.0,59453.0,66080.0,81.89,29.44,19485865984.0,No
Leading Stocks (RS > 90),17,PDS,89.08,159496.0,Energy,Oil & Gas Drilling,94.0,95.0,95.0,93.0,91411.0,144140.0,91.99,36.2,1173973632.0,No
Leading Stocks (RS > 90),18,PLSE,25.46,513474.0,Healthcare,Medical Instruments & Supplies,93.0,98.0,97.0,93.0,272320.0,739060.0,26.3,12.56,1725362432.0,No
Leading Stocks (RS > 90),19,ADI,346.37,8341489.0,Technology,Semiconductors,92.0,93.0,95.0,91.0,3964168.0,4671380.0,355.36,158.65,169601499136.0,No
Leading Stocks (RS > 90),20,LINC,29.84,516935.0,Consumer Defensive,Education & Training Services,92.0,92.0,94.0,92.0,262280.0,380670.0,31.49,14.1,943654080.0,No
Leading Stocks (RS > 90),21,EE,41.8,671376.0,Energy,Oil & Gas Midstream,92.0,96.0,95.0,94.0,352028.0,338630.0,43.03,21.29,4766494208.0,No
