Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,VPG,97.95,1038721.0,Technology,Scientific & Technical Instruments,98.0,99.0,99.0,99.0,300093.0,708150.0,108.0,24.89,1302832896.0,No,,56.23,41.81,61.34,47.79
Leading Stocks (RS > 90),2,AIP,34.39,1158802.0,Technology,Semiconductors,99.0,99.0,99.0,98.0,683960.0,1376670.0,38.47,6.88,1587854464.0,No,,22.76,15.85,24.69,18.44
Leading Stocks (RS > 90),3,MOVE,22.2,133732.0,Technology,Software - Infrastructure,99.0,97.0,99.0,99.0,78067.0,72880.0,25.68,3.44,1481537408.0,No,2026-05-19,13.64,8.32,14.75,10.05
Leading Stocks (RS > 90),4,SIMO,252.92,1919642.0,Technology,Semiconductors,98.0,99.0,98.0,99.0,774770.0,1204520.0,273.9,60.35,8575969792.0,No,,162.46,114.35,176.86,129.93
Leading Stocks (RS > 90),5,AMBQ,71.14,1073478.0,Technology,Semiconductors,98.0,99.0,99.0,99.0,492554.0,1077060.0,73.72,22.12,1520671104.0,No,,36.07,32.62,40.19,32.88
Leading Stocks (RS > 90),6,SITM,693.66,1016490.0,Technology,Semiconductors,98.0,97.0,97.0,98.0,466090.0,618890.0,901.81,186.49,18310422528.0,No,,496.98,360.19,535.32,412.09
Leading Stocks (RS > 90),7,VSH,37.04,4944764.0,Technology,Semiconductors,98.0,98.0,98.0,99.0,2944921.0,6179960.0,40.07,11.77,5041359872.0,No,,24.72,18.29,26.69,19.92
Leading Stocks (RS > 90),8,BRUN,24.9,1115553.0,Technology,Software - Infrastructure,98.0,99.0,99.0,97.0,662426.0,1796940.0,31.5,10.11,1214588928.0,No,,14.74,12.42,16.61,13.4
Leading Stocks (RS > 90),9,PENG,46.27,3073190.0,Technology,Information Technology Services,98.0,99.0,99.0,98.0,1940552.0,4880470.0,53.27,16.04,2431958528.0,No,,27.29,23.19,30.39,23.33
Leading Stocks (RS > 90),10,SILC,42.57,144000.0,Technology,Communication Equipment,98.0,98.0,99.0,99.0,91696.0,208720.0,52.58,13.34,242910464.0,No,,29.0,19.75,32.02,21.67
Leading Stocks (RS > 90),11,ASRT,23.41,524960.0,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,97.0,98.0,97.0,264318.0,398720.0,23.46,8.61,151279632.0,No,,18.24,13.39,19.37,13.96
Leading Stocks (RS > 90),12,KLIC,97.62,1117946.0,Technology,Semiconductor Equipment & Materials,97.0,94.0,95.0,98.0,691916.0,1172880.0,107.01,31.21,5108735488.0,No,,79.4,55.31,82.84,63.46
Leading Stocks (RS > 90),13,KALV,26.77,7921457.0,Healthcare,Biotechnology,96.0,97.0,97.0,97.0,2971216.0,3651220.0,26.85,9.83,1425258624.0,No,,21.15,15.79,22.26,17.43
Leading Stocks (RS > 90),14,PBT,30.8,297139.0,Energy,Oil & Gas Midstream,96.0,98.0,97.0,93.0,163027.0,280270.0,31.84,10.8,1435550848.0,No,,22.69,19.15,23.43,20.21
Leading Stocks (RS > 90),15,ALAB,244.26,9381744.0,Technology,Semiconductors,96.0,98.0,98.0,95.0,5212637.0,6165300.0,262.9,84.78,41868099584.0,No,,163.11,168.54,176.1,161.01
Leading Stocks (RS > 90),16,CMPR,99.48,346565.0,Industrials,Specialty Business Services,94.0,96.0,94.0,93.0,138281.0,203270.0,104.91,41.88,2410608384.0,No,,80.6,71.04,83.46,75.85
Leading Stocks (RS > 90),17,AKAM,141.34,13710369.0,Technology,Software - Infrastructure,94.0,98.0,93.0,94.0,5486344.0,8536460.0,165.45,69.78,20548780032.0,No,,113.41,92.0,116.93,100.22
Leading Stocks (RS > 90),18,INVX,31.05,941739.0,Energy,Oil & Gas Equipment & Services,94.0,96.0,91.0,91.0,583342.0,390240.0,32.19,13.44,2134988032.0,No,,26.23,22.37,26.71,24.6
Leading Stocks (RS > 90),19,REPX,41.21,1036909.0,Energy,Oil & Gas E&P,93.0,96.0,96.0,94.0,440483.0,413270.0,41.49,24.08,894089984.0,No,,35.87,29.42,36.48,30.59
Leading Stocks (RS > 90),20,BWLP,21.5,965469.0,Energy,Oil & Gas Midstream,92.0,94.0,91.0,95.0,397868.0,364300.0,21.75,10.16,3264014080.0,No,,18.1,15.29,18.79,15.78
