Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,ARQQ,49.81,1241329,Technology,Software - Infrastructure,99.0,97.0,99.0,98.0,587974.0,833370.0,52.79,3.75,761702848.0,No
Leading Stocks (RS > 90),2,CDTX,101.99,1295500,Healthcare,Biotechnology,99.0,99.0,99.0,94.0,728550.0,1572460.0,106.63,10.14,2586267648.0,No
Leading Stocks (RS > 90),3,LTBR,21.21,2936236,Industrials,Electrical Equipment & Parts,99.0,98.0,99.0,99.0,1766209.0,3415210.0,23.37,2.9,632910912.0,No
Leading Stocks (RS > 90),4,GRAL,65.54,2162134,Healthcare,Diagnostics & Research,98.0,95.0,99.0,98.0,906653.0,1150950.0,73.74,12.33,2362753024.0,No
Leading Stocks (RS > 90),5,RKLB,56.16,37364104,Industrials,Aerospace & Defense,98.0,99.0,99.0,99.0,22294112.0,24768220.0,56.94,8.99,27179231232.0,No
Leading Stocks (RS > 90),6,PLTR,173.07,102239162,Technology,Software - Infrastructure,98.0,98.0,99.0,99.0,65108746.0,54682120.0,190.0,38.77,410581336064.0,No
Leading Stocks (RS > 90),7,IDCC,338.68,1589319,Technology,Software - Application,95.0,94.0,91.0,98.0,322520.0,523090.0,361.56,142.35,8736807936.0,No
Leading Stocks (RS > 90),8,RBLX,122.75,14130938,Communication Services,Electronic Gaming & Multimedia,96.0,98.0,98.0,94.0,8536474.0,7398170.0,150.59,37.5,85096030208.0,No
Leading Stocks (RS > 90),9,TSAT,29.69,260701,Technology,Communication Equipment,93.0,96.0,97.0,98.0,104409.0,87480.0,29.91,10.11,1522955392.0,No
Leading Stocks (RS > 90),10,TPB,88.6,661674,Consumer Defensive,Tobacco,91.0,96.0,95.0,97.0,375692.0,367660.0,104.76,40.35,1594920960.0,No
"Top Movers (RS ≥ 85, Improving)",1,RAPT,30.14,530925,Healthcare,Biotechnology,99.0,87.0,4.0,2.0,155576.0,387900.0,31.76,5.66,498449088.0,No
"Top Movers (RS ≥ 85, Improving)",2,BTU,32.03,11982300,Energy,Thermal Coal,97.0,84.0,7.0,5.0,5158404.0,6587960.0,32.59,9.61,3894847744.0,No
"Top Movers (RS ≥ 85, Improving)",3,ARCT,22.67,1553864,Healthcare,Biotechnology,92.0,82.0,16.0,2.0,610404.0,821160.0,25.38,8.04,614371200.0,No
"Top Movers (RS ≥ 85, Improving)",4,USAR,25.96,40985950,Basic Materials,Other Industrial Metals & Mining,98.0,83.0,77.0,12.0,6527665.0,9659190.0,28.25,5.56,2955104256.0,No
"Top Movers (RS ≥ 85, Improving)",5,NBTX,20.5,63500,Healthcare,Biotechnology,99.0,98.0,92.0,19.0,41377.0,125830.0,21.12,2.76,988395584.0,No
"Top Movers (RS ≥ 85, Improving)",6,GMAB,33.56,4147076,Healthcare,Biotechnology,93.0,81.0,33.0,15.0,1461719.0,2482090.0,33.61,17.23,20657733632.0,No
"Top Movers (RS ≥ 85, Improving)",7,SNDK,128.16,9234511,Technology,Computer Hardware,99.0,96.0,88.0,30.0,4336393.0,9690700.0,136.78,27.89,18680606720.0,No
"Top Movers (RS ≥ 85, Improving)",8,SA,24.19,2978874,Basic Materials,Gold,95.0,87.0,85.0,30.0,1125990.0,2516860.0,25.45,9.4,2470502144.0,No
"Top Movers (RS ≥ 85, Improving)",9,MRUS,94.29,3865443,Healthcare,Biotechnology,96.0,90.0,83.0,37.0,1609452.0,6694940.0,94.56,33.19,7145714688.0,No
"Top Movers (RS ≥ 85, Improving)",10,GLPG,37.62,602307,Healthcare,Biotechnology,88.0,83.0,72.0,31.0,277290.0,205620.0,37.78,22.36,2479047680.0,No
"Top Movers (RS ≥ 85, Improving)",11,HROW,45.45,1119389,Healthcare,Drug Manufacturers - Specialty & Generic,89.0,81.0,50.0,46.0,608073.0,794940.0,59.23,20.85,1679526912.0,No
