Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,BUUU,22.8,285589.0,Industrials,Specialty Business Services,99.0,97.0,99.0,99.0,16223.0,3670.0,24.8,3.67,380189984.0,No,,15.04,,15.77,11.41
Leading Stocks (RS > 90),2,HUT,108.94,19642485.0,Financial Services,Capital Markets,99.0,98.0,98.0,97.0,4419921.0,3627900.0,111.32,12.45,12261485568.0,No,2026-05-06,60.79,46.13,64.21,54.21
Leading Stocks (RS > 90),3,FLEX,134.73,17656045.0,Technology,Electronic Components,98.0,98.0,99.0,98.0,3664746.0,4268510.0,134.99,34.94,49536704512.0,No,,74.08,63.17,79.48,68.44
Leading Stocks (RS > 90),4,VECO,62.01,5536705.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,98.0,1245823.0,1529050.0,65.41,18.31,3744911616.0,No,,38.45,30.96,40.85,33.92
Leading Stocks (RS > 90),5,INBX,141.84,729307.0,Healthcare,Biotechnology,99.0,99.0,97.0,96.0,311236.0,758450.0,155.29,10.84,2071897344.0,No,,83.91,63.18,88.39,80.23
Leading Stocks (RS > 90),6,MRAM,21.56,3329373.0,Technology,Semiconductors,98.0,99.0,98.0,98.0,874210.0,3077030.0,22.69,5.49,505529728.0,No,,11.37,9.75,12.44,11.02
Leading Stocks (RS > 90),7,WOLF,43.08,14697115.0,Technology,Semiconductors,97.0,99.0,99.0,96.0,2721240.0,6418030.0,43.38,8.05,2082428672.0,No,,22.18,,24.23,21.41
Leading Stocks (RS > 90),8,NBTX,41.86,126600.0,Healthcare,Biotechnology,99.0,94.0,98.0,98.0,66865.0,90790.0,42.5,3.26,2030022144.0,No,,32.43,21.49,33.18,25.88
Leading Stocks (RS > 90),9,BAND,46.45,1165880.0,Technology,Software - Infrastructure,99.0,99.0,99.0,99.0,668135.0,1575950.0,49.0,12.5,1487203968.0,No,,20.6,16.32,23.67,17.61
Leading Stocks (RS > 90),10,MXL,81.23,4379580.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,2849383.0,9969920.0,85.43,10.41,7273818624.0,No,,28.53,19.67,34.98,23.12
Leading Stocks (RS > 90),11,AOSL,49.33,2518185.0,Technology,Semiconductors,97.0,99.0,99.0,96.0,559983.0,1293480.0,49.97,17.01,1468101504.0,No,2026-05-06,28.07,25.48,30.37,24.97
Leading Stocks (RS > 90),12,IMOS,55.5,155725.0,Technology,Semiconductors,98.0,96.0,96.0,98.0,59863.0,91280.0,57.37,15.06,1929785216.0,No,,41.45,29.32,42.02,34.74
Leading Stocks (RS > 90),13,STRL,886.22,1333938.0,Industrials,Engineering & Construction,98.0,99.0,99.0,98.0,539930.0,642030.0,888.95,171.38,27189878784.0,No,,456.36,365.42,485.75,400.05
