Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Silver,95,95,96,94
🔹 RS > 80: Leading Sectors,Other Precious Metals & Mining,95,92,86,91
🔹 RS > 80: Leading Sectors,Gold,93,89,82,86
🔹 RS > 80: Leading Sectors,Aluminum,90,90,93,89
🔹 RS > 80: Leading Sectors,Copper,87,92,83,85
🕵️ Improving Watchlist (RS < 75),Metal Fabrication,65,62,59,57
