Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,SNSE,33.5,471166.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,87681.0,43020.0,34.0,5.0,42253216.0,No
Leading Stocks (RS > 90),2,FET,57.86,725958.0,Energy,Oil & Gas Equipment & Services,98.0,97.0,97.0,97.0,157836.0,240270.0,58.8,12.78,688723584.0,No
Leading Stocks (RS > 90),3,ENLT,70.05,188251.0,Utilities,Utilities - Renewable,98.0,97.0,97.0,97.0,67040.0,140520.0,70.46,14.01,9585128448.0,No
Leading Stocks (RS > 90),4,LASR,56.01,1410012.0,Technology,Semiconductors,98.0,96.0,98.0,96.0,900210.0,1822020.0,58.98,6.2,3100706304.0,No
Leading Stocks (RS > 90),5,SYRE,43.21,1950615.0,Healthcare,Biotechnology,97.0,97.0,97.0,97.0,710798.0,670150.0,43.56,10.91,3352755712.0,No
Leading Stocks (RS > 90),6,TAYD,89.95,62163.0,Industrials,Specialty Industrial Machinery,97.0,96.0,98.0,96.0,24610.0,56740.0,90.0,29.5,283622944.0,No
Leading Stocks (RS > 90),7,SII,143.98,481285.0,Financial Services,Asset Management,97.0,92.0,96.0,97.0,213788.0,251680.0,144.36,39.33,3712705280.0,No
Leading Stocks (RS > 90),8,AU,114.25,4868488.0,Basic Materials,Gold,97.0,91.0,93.0,96.0,2796308.0,2695720.0,115.81,28.45,57683488768.0,No
Leading Stocks (RS > 90),9,UCTT,59.15,1410253.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,98.0,97.0,846305.0,1221550.0,60.85,16.66,2684646400.0,No
Leading Stocks (RS > 90),10,MKSI,259.27,1950005.0,Technology,Scientific & Technical Instruments,97.0,94.0,97.0,97.0,1202060.0,1937950.0,266.08,54.84,17415028736.0,No
Leading Stocks (RS > 90),11,FIX,1462.23,914635.0,Industrials,Engineering & Construction,97.0,97.0,96.0,96.0,579080.0,398360.0,1476.94,276.44,51589595136.0,No
Leading Stocks (RS > 90),12,IAG,22.2,12952888.0,Basic Materials,Gold,97.0,93.0,96.0,97.0,8185391.0,9385570.0,23.06,5.02,13165176832.0,No
Leading Stocks (RS > 90),13,AAOI,51.68,7961123.0,Technology,Communication Equipment,97.0,97.0,98.0,97.0,5078186.0,5181070.0,54.3,9.71,3528704512.0,No
Leading Stocks (RS > 90),14,SSRM,30.46,6602567.0,Basic Materials,Gold,96.0,97.0,93.0,95.0,3140343.0,3623790.0,30.57,8.65,6209176576.0,No
Leading Stocks (RS > 90),15,KF,51.94,36219.0,Financial Services,Asset Management,96.0,96.0,94.0,95.0,17555.0,16330.0,52.26,18.15,216701408.0,No
Leading Stocks (RS > 90),16,ATI,158.87,3234013.0,Industrials,Metal Fabrication,96.0,97.0,96.0,96.0,1630096.0,2758670.0,158.99,39.23,21897390080.0,No
Leading Stocks (RS > 90),17,VAL,95.75,2228614.0,Energy,Oil & Gas Equipment & Services,96.0,98.0,97.0,96.0,1475071.0,3666040.0,96.4,27.15,6662024704.0,No
Leading Stocks (RS > 90),18,WF,84.47,120720.0,Financial Services,Banks - Regional,95.0,98.0,96.0,92.0,59453.0,66080.0,84.71,29.44,20582356992.0,No
Leading Stocks (RS > 90),19,FTI,63.49,5105842.0,Energy,Oil & Gas Equipment & Services,94.0,94.0,93.0,94.0,3180955.0,4056450.0,63.5,22.12,26095437824.0,No
Leading Stocks (RS > 90),20,DOCN,63.63,3763257.0,Technology,Software - Infrastructure,94.0,97.0,93.0,96.0,2334371.0,3568580.0,70.43,25.45,5821645312.0,No
Leading Stocks (RS > 90),21,EZPW,25.37,1693429.0,Financial Services,Credit Services,93.0,95.0,92.0,92.0,1079650.0,1521900.0,26.35,12.85,1565258624.0,No
Leading Stocks (RS > 90),22,OII,34.79,2037314.0,Energy,Oil & Gas Equipment & Services,92.0,96.0,94.0,91.0,942501.0,1159770.0,35.77,15.46,3486222592.0,No
