Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,AEHR,41.64,3456100,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,94.0,1163842.0,1672640.0,44.91,6.27,1275322496.0,No
Leading Stocks (RS > 90),2,LASR,63.07,3299707,Technology,Semiconductors,98.0,98.0,97.0,97.0,1154415.0,2207650.0,68.5,6.2,3515323904.0,No
Leading Stocks (RS > 90),3,AAOI,95.34,16864442,Technology,Communication Equipment,98.0,98.0,98.0,98.0,5862910.0,8792410.0,110.0,9.71,6509804032.0,No
Leading Stocks (RS > 90),4,NBTX,30.58,64968,Healthcare,Biotechnology,98.0,98.0,96.0,98.0,31574.0,32900.0,33.8,2.95,1479703552.0,No
Leading Stocks (RS > 90),5,LITE,694.43,7135799,Technology,Communication Equipment,98.0,98.0,98.0,98.0,4663661.0,5110350.0,783.8,45.65,49582301184.0,No
Leading Stocks (RS > 90),6,NESR,23.39,3760059,Energy,Oil & Gas Equipment & Services,97.0,95.0,97.0,97.0,1296757.0,2358050.0,26.85,5.2,2357412096.0,No
Leading Stocks (RS > 90),7,EDRY,22.35,40790,Industrials,Marine Shipping,96.0,98.0,97.0,96.0,9584.0,41210.0,23.98,7.6,64603728.0,No
Leading Stocks (RS > 90),8,UCTT,59.6,2473542,Technology,Semiconductor Equipment & Materials,97.0,97.0,98.0,97.0,1186944.0,2676490.0,73.8,16.66,2705070336.0,No
Leading Stocks (RS > 90),9,FSLY,21.14,17256980,Technology,Software - Application,97.0,98.0,98.0,98.0,9065649.0,16051080.0,21.23,4.65,3208293120.0,No
Leading Stocks (RS > 90),10,VIAV,33.04,8533336,Technology,Communication Equipment,97.0,97.0,98.0,98.0,4696711.0,6403850.0,35.61,8.1,7645104128.0,No
Leading Stocks (RS > 90),11,AU,114.92,4669242,Basic Materials,Gold,97.0,96.0,93.0,96.0,2794110.0,2795430.0,129.14,29.57,58036297728.0,No
Leading Stocks (RS > 90),12,GLW,147.57,14773498,Technology,Electronic Components,97.0,98.0,97.0,97.0,8988338.0,13953920.0,162.1,37.31,126607409152.0,No
Leading Stocks (RS > 90),13,ESLT,823.08,217930,Industrials,Aerospace & Defense,96.0,94.0,97.0,94.0,130832.0,178180.0,833.25,333.37,38671294464.0,No
Leading Stocks (RS > 90),14,ATI,156.96,2899490,Industrials,Metal Fabrication,96.0,97.0,96.0,96.0,1848038.0,2367840.0,168.14,39.23,21493522432.0,No
Leading Stocks (RS > 90),15,ECO,51.28,1275556,Industrials,Marine Shipping,95.0,96.0,94.0,95.0,404355.0,666430.0,57.29,17.91,2003158400.0,No
Leading Stocks (RS > 90),16,FRO,37.14,8915109,Energy,Oil & Gas Midstream,95.0,97.0,97.0,95.0,3197449.0,4736980.0,39.89,12.4,8268214272.0,No
Leading Stocks (RS > 90),17,TDW,87.67,1973333,Energy,Oil & Gas Equipment & Services,95.0,98.0,97.0,91.0,718427.0,908720.0,88.97,31.17,4345201664.0,No
Leading Stocks (RS > 90),18,TEN,36.32,692124,Energy,Oil & Gas Midstream,95.0,97.0,96.0,93.0,331757.0,552180.0,37.61,13.4,1094234624.0,No
Leading Stocks (RS > 90),19,LINC,37.02,594579,Consumer Defensive,Education & Training Services,95.0,98.0,97.0,96.0,361827.0,800660.0,37.31,14.1,1170712960.0,No
Leading Stocks (RS > 90),20,DCO,135.11,376673,Industrials,Aerospace & Defense,94.0,95.0,96.0,91.0,141805.0,164660.0,136.17,51.76,2019361152.0,No
Leading Stocks (RS > 90),21,STNG,79.41,2189914,Energy,Oil & Gas Midstream,94.0,96.0,94.0,93.0,1044503.0,1051060.0,81.85,30.63,4110483456.0,No
Leading Stocks (RS > 90),22,ECPG,71.86,360524,Financial Services,Credit Services,94.0,97.0,94.0,94.0,213096.0,304920.0,72.62,26.45,1653625984.0,No
Leading Stocks (RS > 90),23,CLMT,27.89,1760238,Basic Materials,Specialty Chemicals,94.0,96.0,95.0,94.0,1157842.0,1475070.0,30.35,7.68,2419577856.0,No
Leading Stocks (RS > 90),24,SLAB,203.64,1175286,Technology,Semiconductors,93.0,98.0,97.0,92.0,680569.0,778920.0,208.84,82.82,6711144960.0,No
