Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductors,92,93,93,88
🔹 RS ≥ 80: Breakout Sectors,Copper,90,39,24,89
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,88,55,32,90
🔹 RS ≥ 80: Breakout Sectors,Gold,87,36,37,87
🔹 RS ≥ 80: Breakout Sectors,Uranium,81,74,38,67
🔹 RS ≥ 80: Breakout Sectors,Real Estate - Diversified,80,15,35,78
