Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Trucking,90,95,94,94
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,89,94,92,91
🔹 RS > 80: Leading Sectors,Healthcare Plans,85,91,93,82
🔹 RS > 80: Leading Sectors,Textile Manufacturing,84,96,92,91
