Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,OCC,26.92,2677567.0,Technology,Communication Equipment,99.0,99.0,99.0,99.0,578403.0,2358890.0,27.5,2.56,237625312.0,No,,11.96,8.25,13.38,8.62
Leading Stocks (RS > 90),2,VELO,22.68,9551210.0,Technology,Computer Hardware,99.0,99.0,97.0,99.0,2835777.0,2684200.0,26.5,2.81,675886720.0,No,,15.82,10.74,16.98,13.73
Leading Stocks (RS > 90),3,TNGX,28.68,9645036.0,Healthcare,Biotechnology,99.0,97.0,97.0,99.0,3351561.0,4551210.0,32.5,4.32,4148504320.0,No,,23.12,13.62,22.8,16.18
Leading Stocks (RS > 90),4,VSH,54.65,8830395.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,4467066.0,9593720.0,66.24,11.77,7438183424.0,No,,35.63,21.2,38.88,24.24
Leading Stocks (RS > 90),5,VPG,122.25,678924.0,Technology,Scientific & Technical Instruments,99.0,99.0,99.0,99.0,408309.0,660360.0,136.21,25.49,1626047232.0,No,,79.93,48.86,86.74,57.08
Leading Stocks (RS > 90),6,MRVL,252.59,52732404.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,32300741.0,70997760.0,324.2,61.44,220965732352.0,No,,175.9,106.46,186.19,119.4
Leading Stocks (RS > 90),7,ATEX,64.78,727284.0,Communication Services,Telecom Services,98.0,95.0,97.0,99.0,328766.0,369160.0,71.79,17.58,1213516416.0,No,2026-06-10,51.81,31.94,54.48,37.36
Leading Stocks (RS > 90),8,MEC,33.84,797658.0,Industrials,Metal Fabrication,97.0,97.0,98.0,97.0,325408.0,752860.0,35.05,12.1,862717184.0,No,,24.3,18.93,25.76,21.03
Leading Stocks (RS > 90),9,ARCB,165.16,768166.0,Industrials,Trucking,97.0,98.0,97.0,98.0,322398.0,315300.0,169.64,59.43,3677085952.0,No,,123.74,91.45,130.06,101.65
Leading Stocks (RS > 90),10,AMAT,497.01,11373115.0,Technology,Semiconductor Equipment & Materials,97.0,93.0,94.0,97.0,6897150.0,8169900.0,534.44,154.47,394605789184.0,No,,418.73,305.27,430.69,350.15
Leading Stocks (RS > 90),11,CECO,92.29,1234734.0,Industrials,Pollution & Treatment Controls,97.0,94.0,97.0,95.0,762554.0,1312830.0,101.24,26.6,3310722048.0,No,,74.59,61.37,75.81,66.57
Leading Stocks (RS > 90),12,KLAC,2135.64,1598042.0,Technology,Semiconductor Equipment & Materials,97.0,95.0,95.0,96.0,998969.0,1079850.0,2304.41,832.24,278973349888.0,No,,1825.12,1396.03,1873.84,1542.57
Leading Stocks (RS > 90),13,MPTI,93.87,151512.0,Technology,Electronic Components,96.0,97.0,95.0,96.0,90243.0,76250.0,95.78,36.38,405653856.0,No,,75.11,61.11,78.2,66.05
Leading Stocks (RS > 90),14,NVEC,104.7,420901.0,Technology,Semiconductors,93.0,92.0,96.0,94.0,101248.0,179360.0,114.36,57.21,506451360.0,No,,87.02,71.94,90.43,74.43
Leading Stocks (RS > 90),15,ODC,95.61,142719.0,Basic Materials,Specialty Chemicals,94.0,97.0,95.0,97.0,67019.0,102570.0,97.66,45.61,1385229696.0,No,,75.29,63.03,77.88,64.82
Leading Stocks (RS > 90),16,TFII,153.57,644036.0,Industrials,Trucking,94.0,93.0,94.0,94.0,372945.0,384130.0,164.1,80.63,12621309952.0,No,,138.63,110.14,143.1,118.99
Leading Stocks (RS > 90),17,MSGE,72.78,712059.0,Communication Services,Entertainment,93.0,94.0,91.0,91.0,371808.0,417070.0,74.47,35.31,3442874624.0,No,,65.89,55.2,67.31,60.41
Leading Stocks (RS > 90),18,PTRN,20.61,1995423.0,Technology,Software - Application,93.0,98.0,97.0,95.0,1053237.0,1568820.0,21.4,8.92,4090445056.0,No,,15.67,,16.29,13.72
Leading Stocks (RS > 90),19,HURC,21.7,77955.0,Industrials,Specialty Industrial Machinery,92.0,98.0,95.0,92.0,22037.0,32200.0,22.5,13.19,140536192.0,No,,16.88,16.74,17.67,16.62
Leading Stocks (RS > 90),20,PDEX,61.98,57765.0,Healthcare,Medical Instruments & Supplies,93.0,91.0,93.0,94.0,32138.0,50820.0,68.99,23.47,197887200.0,No,,56.78,43.09,57.94,47.13
Leading Stocks (RS > 90),21,SNDR,37.06,1744730.0,Industrials,Trucking,93.0,97.0,95.0,92.0,1104029.0,971070.0,39.03,20.11,6490106880.0,No,,31.48,26.78,32.51,28.67
Leading Stocks (RS > 90),22,CXW,26.45,2003258.0,Industrials,Security & Protection Services,91.0,98.0,96.0,92.0,1129864.0,1061460.0,26.97,15.74,2615599872.0,No,,20.95,19.44,21.48,19.71
