Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,MP,98.69,39145109,Basic Materials,Other Industrial Metals & Mining,99.0,99.0,99.0,95.0,15929860.0,20874770.0,100.25,15.56,17477832704.0,No
Leading Stocks (RS > 90),2,IDR,52.82,1307421,Basic Materials,Gold,99.0,97.0,92.0,97.0,571854.0,835650.0,54.7,9.67,797938048.0,No
Leading Stocks (RS > 90),3,PPTA,27.19,5569050,Basic Materials,Other Precious Metals & Mining,97.0,93.0,95.0,98.0,2663143.0,3721030.0,28.53,7.81,2924824576.0,No
Leading Stocks (RS > 90),4,UI,753.76,322510,Technology,Communication Equipment,97.0,97.0,96.0,97.0,168292.0,192860.0,773.95,239.33,45601509376.0,No
Leading Stocks (RS > 90),5,ASA,50.06,221275,Financial Services,Asset Management,96.0,94.0,91.0,97.0,144767.0,157900.0,50.74,19.37,944748992.0,No
Leading Stocks (RS > 90),6,HRTG,27.55,1126920,Financial Services,Insurance - Property & Casualty,95.0,93.0,97.0,99.0,470848.0,499930.0,29.1,9.71,854689152.0,No
"Top Movers (RS ≥ 85, Improving)",1,ORKA,27.45,1017401,Healthcare,Biotechnology,96.0,33.0,20.0,2.0,298304.0,509930.0,31.13,5.49,1329838464.0,No
"Top Movers (RS ≥ 85, Improving)",2,PII,69.93,3942076,Consumer Cyclical,Recreational Vehicles,90.0,78.0,16.0,2.0,1419884.0,1257830.0,84.08,30.92,3926728704.0,No
"Top Movers (RS ≥ 85, Improving)",3,UUUU,26.25,58853646,Energy,Uranium,99.0,98.0,96.0,13.0,17759596.0,32243180.0,26.88,3.2,6055216640.0,No
"Top Movers (RS ≥ 85, Improving)",4,ERO,23.54,1842005,Basic Materials,Copper,94.0,59.0,38.0,9.0,813359.0,1190890.0,24.02,9.3,2437223936.0,No
"Top Movers (RS ≥ 85, Improving)",5,ZBIO,25.85,412028,Healthcare,Biotechnology,97.0,96.0,85.0,15.0,241679.0,447330.0,29.73,5.83,1217801600.0,No
"Top Movers (RS ≥ 85, Improving)",6,STOK,34.92,1605762,Healthcare,Biotechnology,99.0,97.0,80.0,17.0,1032915.0,1386590.0,35.04,5.35,1919827456.0,No
"Top Movers (RS ≥ 85, Improving)",7,CAT,527.58,4828558,Industrials,Farm & Heavy Construction Machinery,90.0,84.0,82.0,15.0,2926317.0,2927050.0,531.56,267.3,247160111104.0,No
"Top Movers (RS ≥ 85, Improving)",8,GMAB,32.75,2993880,Healthcare,Biotechnology,92.0,86.0,22.0,20.0,1628320.0,3107840.0,33.63,17.23,20159139840.0,No
"Top Movers (RS ≥ 85, Improving)",9,CPA,128.13,491374,Industrials,Airlines,86.0,82.0,78.0,33.0,286750.0,250350.0,130.0,82.54,5270537728.0,No
