Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,BRUN,38.1,3709449.0,Technology,Software - Infrastructure,99.0,99.0,99.0,98.0,940696.0,2128490.0,42.0,10.16,2340432384.0,No,,18.82,13.47,21.56,14.93
Leading Stocks (RS > 90),2,MRVL,301.65,108602556.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,29036744.0,42004540.0,324.15,61.44,263883407360.0,No,,157.56,101.34,175.46,115.14
Leading Stocks (RS > 90),3,NVTS,30.84,110660093.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,30358315.0,33206910.0,34.16,5.44,7308790272.0,No,,16.8,10.8,19.16,12.23
Leading Stocks (RS > 90),4,VSH,63.97,12025503.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,3881333.0,8029070.0,66.07,11.77,8706690048.0,No,,31.56,20.12,35.95,23.08
Leading Stocks (RS > 90),5,HPE,55.15,56351551.0,Technology,Communication Equipment,98.0,99.0,98.0,98.0,22390195.0,47636840.0,64.25,17.49,73029828608.0,No,,30.47,24.84,33.29,26.07
Leading Stocks (RS > 90),6,ASYS,21.07,569231.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,95.0,98.0,259682.0,373960.0,24.5,3.9,306721728.0,No,,17.36,12.17,18.6,14.12
Leading Stocks (RS > 90),7,STRL,957.03,1043212.0,Industrials,Engineering & Construction,98.0,98.0,98.0,98.0,567828.0,654020.0,971.75,191.0,29367379968.0,No,,610.1,417.31,660.07,462.31
Leading Stocks (RS > 90),8,IMOS,62.75,134535.0,Technology,Semiconductors,98.0,95.0,96.0,97.0,82490.0,128310.0,70.99,15.06,2181874176.0,No,,47.92,33.08,51.1,39.93
Leading Stocks (RS > 90),9,DELL,421.08,13934779.0,Technology,Computer Hardware,98.0,99.0,99.0,98.0,8717473.0,15255680.0,469.47,109.17,273520197632.0,No,,232.72,158.78,261.46,175.47
Leading Stocks (RS > 90),10,CEVA,50.06,1436539.0,Technology,Semiconductors,97.0,97.0,98.0,97.0,654866.0,870500.0,51.25,17.02,1394640000.0,No,,29.71,24.85,32.78,25.09
Leading Stocks (RS > 90),11,AOSL,52.72,1305897.0,Technology,Semiconductors,97.0,94.0,98.0,98.0,814317.0,1058690.0,54.34,17.01,1577887360.0,No,,36.32,27.01,38.67,26.9
Leading Stocks (RS > 90),12,MEC,32.55,1155755.0,Industrials,Metal Fabrication,95.0,97.0,96.0,96.0,286100.0,739040.0,33.5,12.1,829829888.0,No,,22.72,18.45,24.12,20.41
Leading Stocks (RS > 90),13,GTX,32.34,4433652.0,Consumer Cyclical,Auto Parts,96.0,95.0,96.0,96.0,2566469.0,3249250.0,34.34,9.57,6053676032.0,No,,24.49,18.42,26.3,20.71
Leading Stocks (RS > 90),14,NVEC,110.02,190640.0,Technology,Semiconductors,93.0,96.0,95.0,94.0,90188.0,159400.0,114.36,57.21,532185088.0,No,,83.1,70.9,87.68,73.26
Leading Stocks (RS > 90),15,PANW,280.43,14527883.0,Technology,Software - Infrastructure,92.0,97.0,97.0,92.0,8233309.0,10272810.0,302.95,139.57,227428728832.0,No,,199.05,191.16,211.98,188.1
Leading Stocks (RS > 90),16,NTCT,42.3,935485.0,Technology,Software - Infrastructure,92.0,93.0,93.0,93.0,618131.0,638610.0,43.8,20.39,3024247552.0,No,,35.76,29.34,36.77,31.08
Leading Stocks (RS > 90),17,PDEX,65.17,66732.0,Healthcare,Medical Instruments & Supplies,91.0,95.0,92.0,94.0,29787.0,43160.0,68.99,23.47,208072096.0,No,,55.18,42.6,56.9,46.13
