Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,85,91,96
🔹 RS > 80: Leading Sectors,Semiconductors,92,85,94,91
🔹 RS > 80: Leading Sectors,Trucking,86,93,85,93
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,84,90,87,86
🔸 RS ≥ 75: Top Moving Sectors,Banks - Diversified,77,76,75,71
🕵️ Improving Watchlist (RS < 75),Mortgage Finance,21,20,17,10
