Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,83,90,97
🔹 RS > 80: Leading Sectors,Semiconductors,92,89,94,92
🔹 RS ≥ 80: Breakout Sectors,Copper,90,86,20,86
🔹 RS ≥ 80: Breakout Sectors,Real Estate - Diversified,82,12,19,84
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,82,68,8,74
