Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),13,POWL,292.65,1249135.0,Industrials,Electrical Equipment & Parts,98.0,96.0,95.0,98.0,679438.0,853430.0,328.0,54.75,10661721088.0,No,,226.42,145.98,230.36,167.06
Leading Stocks (RS > 90),14,KALV,26.73,8863294.0,Healthcare,Biotechnology,97.0,97.0,97.0,97.0,2778138.0,3485040.0,26.85,9.83,1421180288.0,No,,20.75,15.66,21.28,16.91
Leading Stocks (RS > 90),15,FLEX,137.86,6477370.0,Technology,Electronic Components,98.0,99.0,98.0,98.0,4303059.0,8398590.0,147.34,40.15,50687524864.0,No,,84.83,66.3,88.02,71.22
Leading Stocks (RS > 90),16,STRZ,23.12,520155.0,Communication Services,Entertainment,97.0,97.0,99.0,97.0,180069.0,186410.0,23.99,8.4,388170112.0,No,,16.19,12.9,16.59,12.8
Leading Stocks (RS > 90),17,PENG,46.82,4344123.0,Technology,Information Technology Services,97.0,99.0,99.0,98.0,1827141.0,4539260.0,53.27,16.04,2460866560.0,No,,26.19,22.96,27.56,22.53
Leading Stocks (RS > 90),18,KGS,73.49,5229289.0,Energy,Oil & Gas Equipment & Services,96.0,93.0,95.0,98.0,1479904.0,2391320.0,76.68,30.06,6523782144.0,No,,62.62,44.07,62.82,47.94
Leading Stocks (RS > 90),19,AMBQ,70.57,854325.0,Technology,Semiconductors,97.0,99.0,99.0,98.0,463008.0,997400.0,73.61,22.12,1508486912.0,No,,34.37,32.32,35.61,31.55
Leading Stocks (RS > 90),20,VSH,37.23,5143896.0,Technology,Semiconductors,97.0,97.0,98.0,98.0,2857862.0,5965170.0,40.07,11.77,5067219968.0,No,,23.91,18.08,24.71,19.25
Leading Stocks (RS > 90),21,LGN,84.3,2503183.0,Industrials,Engineering & Construction,97.0,95.0,97.0,98.0,1628620.0,1875050.0,107.24,26.96,13846055936.0,No,,69.33,,70.48,53.93
Leading Stocks (RS > 90),22,OUST,34.86,6887545.0,Technology,Electronic Components,96.0,98.0,98.0,91.0,2603411.0,6005170.0,41.65,9.77,2219639040.0,No,,23.78,25.44,23.84,23.69
Leading Stocks (RS > 90),23,PBT,29.01,282230.0,Energy,Oil & Gas Midstream,96.0,96.0,96.0,93.0,154745.0,263690.0,29.4,10.67,1352121216.0,No,,22.3,18.98,22.38,19.79
Leading Stocks (RS > 90),24,TWLO,198.29,3726627.0,Technology,Software - Infrastructure,95.0,98.0,97.0,94.0,2380419.0,3495950.0,203.71,91.84,30095237120.0,No,,145.05,125.04,148.44,133.51
Leading Stocks (RS > 90),25,ELMD,35.68,154919.0,Healthcare,Medical Devices,94.0,97.0,95.0,91.0,52533.0,70040.0,37.45,17.73,295432672.0,No,,25.45,25.3,25.94,26.41
Leading Stocks (RS > 90),26,DGII,62.0,574723.0,Technology,Communication Equipment,94.0,92.0,92.0,96.0,306583.0,369610.0,69.81,30.69,2337536512.0,No,,54.01,43.58,54.51,46.96
Leading Stocks (RS > 90),27,CSCO,118.21,37735588.0,Technology,Communication Equipment,94.0,97.0,96.0,94.0,22548303.0,28776060.0,119.36,62.3,466916868096.0,No,,85.92,76.65,87.9,80.47
Leading Stocks (RS > 90),28,CMPR,94.2,287724.0,Industrials,Specialty Business Services,92.0,94.0,91.0,92.0,129614.0,177990.0,96.0,41.88,2282662912.0,No,,79.42,70.57,80.62,74.77
