Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,CNTA,39.86,11161850.0,Healthcare,Biotechnology,97.0,98.0,97.0,95.0,2189242.0,6232370.0,40.26,9.6,5822579200.0,No
Leading Stocks (RS > 90),2,APLS,40.39,28285294.0,Healthcare,Biotechnology,96.0,98.0,97.0,96.0,4273283.0,11695120.0,40.45,16.1,5163049984.0,No
Leading Stocks (RS > 90),3,NBTX,34.07,128447.0,Healthcare,Biotechnology,98.0,94.0,97.0,96.0,44965.0,69750.0,41.89,2.99,1651454976.0,No
Leading Stocks (RS > 90),4,KOD,42.81,2614318.0,Healthcare,Biotechnology,98.0,98.0,96.0,98.0,1030424.0,2861480.0,45.6,1.92,2613483264.0,No
Leading Stocks (RS > 90),5,ORKA,50.43,1005779.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,537822.0,905800.0,51.01,5.49,2498437888.0,No
Leading Stocks (RS > 90),6,TBN,45.0,369678.0,Energy,Oil & Gas E&P,96.0,98.0,97.0,95.0,75170.0,149150.0,52.21,17.29,1018778048.0,No
Leading Stocks (RS > 90),7,DFTX,20.6,3016403.0,Healthcare,Biotechnology,97.0,95.0,97.0,96.0,1823850.0,1798920.0,20.68,4.7,2053781504.0,No
Leading Stocks (RS > 90),8,CLMT,34.59,2332507.0,Basic Materials,Specialty Chemicals,97.0,97.0,97.0,97.0,1484119.0,1861060.0,36.94,7.68,3001601024.0,No
Leading Stocks (RS > 90),9,APA,41.35,14690736.0,Energy,Oil & Gas E&P,96.0,97.0,97.0,96.0,8130570.0,12483840.0,45.66,13.58,14606948352.0,No
Leading Stocks (RS > 90),10,EWTX,33.14,1581853.0,Healthcare,Biotechnology,96.0,95.0,94.0,97.0,965337.0,811230.0,33.47,10.6,3554945024.0,No
Leading Stocks (RS > 90),11,EQNR,40.39,11484095.0,Energy,Oil & Gas Integrated,95.0,97.0,97.0,95.0,7471919.0,12342060.0,43.46,21.41,100675805184.0,No
Leading Stocks (RS > 90),12,E,54.88,879303.0,Energy,Oil & Gas Integrated,94.0,96.0,95.0,95.0,465373.0,847200.0,57.58,24.65,80918740992.0,No
Leading Stocks (RS > 90),13,VIST,69.12,3196641.0,Energy,Oil & Gas E&P,94.0,95.0,95.0,97.0,1653232.0,2453370.0,79.2,31.63,7337009664.0,No
Leading Stocks (RS > 90),14,PBR,20.08,54941493.0,Energy,Oil & Gas Integrated,94.0,96.0,97.0,95.0,30194696.0,38190860.0,21.4,11.03,129402871808.0,No
Leading Stocks (RS > 90),15,DOW,40.69,21440718.0,Basic Materials,Chemicals,94.0,97.0,97.0,96.0,14145652.0,14653010.0,42.74,20.4,29281312768.0,No
Leading Stocks (RS > 90),16,SENEA,156.59,120527.0,Consumer Defensive,Packaged Foods,93.0,95.0,95.0,93.0,66618.0,106070.0,157.27,81.0,1077503488.0,No
Leading Stocks (RS > 90),17,LYB,76.71,12319496.0,Basic Materials,Specialty Chemicals,92.0,97.0,98.0,95.0,7972759.0,9103010.0,83.94,41.58,24713658368.0,No
Leading Stocks (RS > 90),18,YPF,44.31,5620018.0,Energy,Oil & Gas Integrated,91.0,97.0,91.0,96.0,2109039.0,4496850.0,48.96,22.82,18242127872.0,No
