Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
18,BE,307.88,13239809,Industrials,Electrical Equipment & Parts,99.0,97.0,98.0,98.0,26.7279,24.7318,10455327.0,10125240.0,318.49,17.01,,87574577152.0,No,209.83,131.8,216.01,156.2
25,ABVX,124.03,1648089,Healthcare,Biotechnology,99.0,85.0,24.0,56.0,5.6019,5.2547,955958.0,902240.0,148.83,5.59,,9834485760.0,No,117.63,107.83,118.09,118.6
54,BAND,58.54,1061546,Technology,Software - Infrastructure,99.0,99.0,99.0,99.0,3.7771,3.7671,748914.0,1049280.0,59.64,12.5,,1874293248.0,No,28.79,18.43,32.09,20.42
79,WOLF,69.5,9234993,Technology,Semiconductors,99.0,99.0,99.0,99.0,9.514,8.6722,4604741.0,12420100.0,73.74,8.05,,3359566080.0,No,30.7,,34.42,23.9
102,NBIS,219.93,22896811,Communication Services,Internet Content & Information,98.0,98.0,98.0,98.0,21.6347,18.6047,17012432.0,20021010.0,233.73,34.72,,55839825920.0,No,148.94,108.82,154.79,115.54
105,APLD,48.02,42816282,Technology,Information Technology Services,98.0,98.0,97.0,97.0,4.5761,4.1406,21050583.0,20424390.0,48.57,6.67,,13722653696.0,No,32.37,28.42,33.24,31.15
106,VPG,104.04,470003,Technology,Scientific & Technical Instruments,98.0,99.0,98.0,99.0,9.0032,7.4854,317330.0,803940.0,108.0,24.89,,1383836032.0,No,58.56,42.57,61.95,48.0
121,SATS,128.44,8856613,Communication Services,Telecom Services,98.0,81.0,87.0,96.0,7.4443,7.3807,6225582.0,5400290.0,147.25,14.9,,37223645184.0,No,122.85,94.72,124.9,108.87
124,VSAT,70.76,2771915,Technology,Communication Equipment,98.0,91.0,96.0,97.0,4.1743,3.62,1618614.0,1928590.0,77.76,8.61,,9611430912.0,No,58.81,42.06,60.31,46.82
127,RKLB,125.45,30600530,Industrials,Aerospace & Defense,98.0,98.0,97.0,98.0,11.7845,10.678,24062674.0,35187430.0,138.38,23.92,,72604311552.0,No,83.96,66.63,86.29,73.39
140,IREN,58.06,49575218,Financial Services,Capital Markets,98.0,95.0,95.0,75.0,6.0202,5.5215,39904764.0,66251070.0,76.87,8.28,,20749406208.0,No,45.79,44.58,46.71,46.4
149,VSH,42.17,5351319,Technology,Semiconductors,98.0,98.0,98.0,99.0,2.4671,2.1686,3051914.0,6245730.0,42.79,11.77,,5739582464.0,No,25.67,18.54,27.21,20.09
163,SITM,711.79,649779,Technology,Semiconductors,98.0,97.0,97.0,98.0,66.7509,51.9349,497019.0,789260.0,901.81,186.49,,18788997120.0,No,511.03,365.24,537.13,412.69
168,SILC,42.76,150729,Technology,Communication Equipment,98.0,98.0,98.0,98.0,4.6707,4.245,95319.0,201390.0,52.58,13.34,,243994624.0,No,29.91,20.01,32.04,21.67
173,AMBQ,76.56,694449,Technology,Semiconductors,98.0,99.0,99.0,99.0,6.4355,5.8405,518130.0,1238320.0,79.47,22.12,,1636527616.0,No,37.9,33.01,40.73,33.06
174,PENG,48.81,3172504,Technology,Information Technology Services,98.0,99.0,99.0,98.0,4.4766,4.049,1980241.0,4392110.0,53.27,16.04,,2565461248.0,No,28.48,23.43,30.65,23.41
176,SMTC,146.53,2829979,Technology,Semiconductors,98.0,98.0,97.0,98.0,9.8293,8.8457,2516883.0,2919160.0,149.52,34.59,,13644067840.0,No,100.5,78.63,104.49,86.6
190,FLEX,131.07,4822980,Technology,Electronic Components,98.0,98.0,98.0,98.0,9.6124,7.2116,4508801.0,7673390.0,147.34,40.15,,48191025152.0,No,90.29,67.89,94.78,73.44
194,TER,353.44,3565077,Technology,Semiconductor Equipment & Materials,98.0,13.0,78.0,97.0,20.6229,17.8636,3558133.0,4033830.0,422.11,75.99,,55328260096.0,No,340.46,227.17,345.9,268.81
