Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,BRUN,39.2,3946905,Technology,Software - Infrastructure,99.0,99.0,99.0,99.0,848834.0,2206430.0,40.98,10.13,2408004096.0,No,,17.77,13.2,21.67,14.97
Leading Stocks (RS > 90),2,VSH,55.99,9484372,Technology,Semiconductors,99.0,98.0,99.0,99.0,3605142.0,6893000.0,57.54,11.77,7620565504.0,No,,29.71,19.64,35.15,22.82
Leading Stocks (RS > 90),3,DELL,465.96,19069219,Technology,Computer Hardware,99.0,99.0,99.0,99.0,8573836.0,12566100.0,469.47,106.38,302672805888.0,No,,222.04,155.89,265.95,176.96
Leading Stocks (RS > 90),4,BAND,70.89,1715596,Technology,Software - Infrastructure,99.0,98.0,99.0,99.0,798009.0,1081630.0,71.76,12.5,2269707008.0,No,,34.41,19.88,42.73,24.02
Leading Stocks (RS > 90),5,HPE,47.0,90528135,Technology,Communication Equipment,97.0,98.0,98.0,97.0,18668061.0,24066940.0,47.97,17.02,62362144768.0,No,2026-06-01,29.13,24.5,32.47,25.8
Leading Stocks (RS > 90),6,ARM,408.85,20449499,Technology,Semiconductors,98.0,99.0,99.0,98.0,9266452.0,12914350.0,421.69,100.02,436684029952.0,No,,204.02,152.18,240.18,162.25
Leading Stocks (RS > 90),7,UMAC,28.88,10922424,Technology,Computer Hardware,98.0,99.0,97.0,99.0,5902974.0,11473120.0,32.36,5.1,1380288512.0,No,,15.42,13.53,17.73,14.6
Leading Stocks (RS > 90),8,IMOS,66.57,143622,Technology,Semiconductors,98.0,96.0,95.0,98.0,80220.0,118670.0,70.99,15.06,2314699008.0,No,,46.92,32.6,51.48,40.06
Leading Stocks (RS > 90),9,HIMX,21.91,8070298,Technology,Semiconductors,98.0,98.0,99.0,98.0,4658907.0,4495820.0,23.2,6.85,3821671936.0,No,,13.35,9.57,15.3,10.52
Leading Stocks (RS > 90),10,INOD,115.32,2766478,Technology,Information Technology Services,98.0,99.0,98.0,96.0,1678723.0,1895840.0,117.19,34.23,3765815808.0,No,,59.25,58.03,70.41,57.66
Leading Stocks (RS > 90),11,SIMO,268.05,1400782,Technology,Semiconductors,98.0,92.0,98.0,98.0,840631.0,1115240.0,294.99,60.8,9088995328.0,No,,186.57,122.32,210.29,142.47
Leading Stocks (RS > 90),12,AIP,36.01,1203403,Technology,Semiconductors,98.0,93.0,98.0,98.0,758042.0,1236890.0,38.47,7.56,1662653056.0,No,,26.13,16.9,28.91,19.97
Leading Stocks (RS > 90),13,EWTX,40.26,4398141,Healthcare,Biotechnology,96.0,95.0,92.0,93.0,1048826.0,997660.0,40.77,12.15,4331694080.0,No,,32.86,24.63,33.83,29.26
Leading Stocks (RS > 90),14,DDOG,277.49,11100195,Technology,Software - Application,97.0,99.0,98.0,95.0,5404352.0,5611440.0,278.7,98.01,98775392256.0,No,,156.05,144.62,177.77,148.28
Leading Stocks (RS > 90),15,RDW,20.68,56318133,Industrials,Aerospace & Defense,97.0,99.0,98.0,99.0,31139544.0,72346480.0,26.64,4.87,4113639168.0,No,,11.77,9.37,13.62,10.26
Leading Stocks (RS > 90),16,CEVA,44.71,1541273,Technology,Semiconductors,96.0,97.0,98.0,97.0,615442.0,707980.0,45.42,17.02,1245592320.0,No,,28.46,24.58,32.24,24.91
Leading Stocks (RS > 90),17,SKM,44.43,7375697,Communication Services,Telecom Services,95.0,91.0,94.0,97.0,1984106.0,2569280.0,44.79,19.66,17056149504.0,No,,35.74,26.35,37.45,28.93
Leading Stocks (RS > 90),18,MTSI,353.79,2031364,Technology,Semiconductors,96.0,93.0,92.0,97.0,1277188.0,1548750.0,418.9,118.16,26992683008.0,No,,297.72,205.36,318.51,241.4
Leading Stocks (RS > 90),19,TWLO,227.54,6873917,Technology,Software - Infrastructure,95.0,97.0,97.0,95.0,2394971.0,2666240.0,231.36,91.84,34534621184.0,No,,158.34,128.98,172.19,141.21
Leading Stocks (RS > 90),20,MEC,30.88,899358,Industrials,Metal Fabrication,94.0,95.0,93.0,95.0,259415.0,601710.0,30.99,12.1,787254912.0,No,,22.1,18.27,23.96,20.36
Leading Stocks (RS > 90),21,MOV,37.63,294033,Consumer Cyclical,Luxury Goods,95.0,96.0,95.0,95.0,171706.0,295710.0,38.77,14.71,836410752.0,No,,27.39,22.38,29.34,24.78
Leading Stocks (RS > 90),22,NTAP,179.7,5888704,Technology,Software - Infrastructure,94.0,97.0,97.0,94.0,2674819.0,5228050.0,192.83,93.69,35591446528.0,No,,113.6,111.2,125.59,111.98
Leading Stocks (RS > 90),23,PANW,300.48,13399299,Technology,Software - Infrastructure,94.0,98.0,97.0,93.0,7990204.0,8909760.0,302.95,139.57,243689291776.0,No,,194.03,190.03,213.99,188.77
Leading Stocks (RS > 90),24,OKTA,139.79,9704018,Technology,Software - Infrastructure,93.0,98.0,97.0,95.0,3949687.0,5292560.0,142.35,62.66,24296529920.0,No,,80.7,85.39,88.91,85.33
Leading Stocks (RS > 90),25,CMP,33.51,1052512,Basic Materials,Other Industrial Metals & Mining,92.0,93.0,91.0,95.0,659396.0,711810.0,33.65,16.4,1406024192.0,No,,26.6,21.93,27.77,23.67
Leading Stocks (RS > 90),26,GRRR,21.14,1901071,Technology,Software - Infrastructure,91.0,96.0,96.0,94.0,786358.0,1314360.0,27.9,9.04,584602560.0,No,,13.24,14.38,14.81,13.3
