Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,SKYT,32.35,15694277,Technology,Semiconductors,98.0,98.0,97.0,98.0,2135406.0,2478450.0,36.27,5.67,1569233664.0,No
Leading Stocks (RS > 90),2,AAUC,31.6,4113073,Basic Materials,Gold,97.0,96.0,97.0,97.0,726581.0,1173810.0,31.81,8.04,3937484800.0,No
Leading Stocks (RS > 90),3,CRVS,23.01,8238725,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,3219965.0,12755220.0,26.95,2.54,1927493632.0,No
Leading Stocks (RS > 90),4,AG,25.72,49643171,Basic Materials,Silver,98.0,97.0,98.0,98.0,20111914.0,27936250.0,27.9,5.09,12611957760.0,No
Leading Stocks (RS > 90),5,HL,29.97,53006442,Basic Materials,Other Precious Metals & Mining,98.0,97.0,98.0,98.0,22299311.0,28066600.0,34.17,4.46,20082857984.0,No
Leading Stocks (RS > 90),6,FBRX,32.54,323324,Healthcare,Biotechnology,98.0,94.0,98.0,97.0,152736.0,236220.0,35.46,4.9,407626464.0,No
Leading Stocks (RS > 90),7,PSLV,34.91,52313197,ETF,ETF,97.0,97.0,98.0,97.0,13822557.0,23766850.0,38.13,9.96,22264631296.0,No
Leading Stocks (RS > 90),8,RAPT,57.62,1896016,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,1004277.0,3990670.0,57.7,5.66,1668708608.0,No
Leading Stocks (RS > 90),9,CDE,25.45,39045451,Basic Materials,Gold,98.0,96.0,93.0,97.0,20109980.0,27778450.0,27.73,4.58,16344116224.0,No
Leading Stocks (RS > 90),10,GLSI,30.62,896728,Healthcare,Biotechnology,98.0,98.0,98.0,97.0,479019.0,1046180.0,32.91,7.78,424225984.0,No
Leading Stocks (RS > 90),11,ENLT,56.45,140370,Utilities,Utilities - Renewable,97.0,95.0,96.0,96.0,40804.0,64530.0,57.76,14.01,7458958848.0,No
Leading Stocks (RS > 90),12,SLGL,57.34,31073,Healthcare,Biotechnology,98.0,96.0,94.0,98.0,19098.0,19770.0,75.0,4.02,159737024.0,No
Leading Stocks (RS > 90),13,SKE,32.1,1972770,Basic Materials,Other Industrial Metals & Mining,97.0,96.0,97.0,96.0,778783.0,1080980.0,33.74,8.53,3887095808.0,No
Leading Stocks (RS > 90),14,PAAS,64.82,15035696,Basic Materials,Gold,97.0,93.0,97.0,96.0,6454140.0,8181710.0,69.9,20.55,27357087744.0,No
Leading Stocks (RS > 90),15,ASA,73.05,378074,Financial Services,Asset Management,96.0,92.0,96.0,96.0,98862.0,117950.0,77.06,22.17,1378623872.0,No
Leading Stocks (RS > 90),16,EGO,48.17,3214080,Basic Materials,Gold,97.0,96.0,97.0,96.0,1714465.0,1843980.0,50.67,13.29,9726012416.0,No
Leading Stocks (RS > 90),17,AU,108.09,5042135,Basic Materials,Gold,97.0,93.0,96.0,96.0,2724921.0,2635550.0,113.47,27.48,54573371392.0,No
Leading Stocks (RS > 90),18,MUX,26.97,2337968,Basic Materials,Other Precious Metals & Mining,97.0,97.0,92.0,97.0,1265119.0,1467840.0,28.95,6.38,1597121536.0,No
Leading Stocks (RS > 90),19,KGC,37.87,14262499,Basic Materials,Gold,97.0,96.0,96.0,96.0,8873368.0,10475700.0,39.11,10.32,46296969216.0,No
Leading Stocks (RS > 90),20,HBM,25.43,8098830,Basic Materials,Copper,97.0,95.0,96.0,97.0,5162621.0,5916560.0,26.47,5.95,10074059776.0,No
Leading Stocks (RS > 90),21,RVMD,97.78,10163507,Healthcare,Biotechnology,96.0,94.0,97.0,97.0,3304577.0,5721360.0,124.49,29.17,18902810624.0,No
Leading Stocks (RS > 90),22,ERO,33.46,3302026,Basic Materials,Copper,96.0,94.0,96.0,96.0,1257909.0,2061180.0,35.21,9.3,3484998400.0,No
Leading Stocks (RS > 90),23,SII,134.14,464006,Financial Services,Asset Management,96.0,96.0,96.0,95.0,178770.0,259600.0,137.2,39.33,3458968576.0,No
Leading Stocks (RS > 90),24,CEF,58.85,5526929,ETF,ETF,95.0,95.0,96.0,95.0,1326472.0,2173060.0,61.33,24.87,11398007808.0,No
Leading Stocks (RS > 90),25,SPPP,22.23,4436516,ETF,ETF,95.0,93.0,95.0,94.0,1136921.0,1311400.0,23.81,8.91,896595840.0,No
Leading Stocks (RS > 90),26,FET,43.33,236409,Energy,Oil & Gas Equipment & Services,96.0,92.0,93.0,96.0,130455.0,196070.0,45.65,12.78,515769024.0,No
