Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Trucking,90,96,94,94
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,89,94,92,91
🔹 RS > 80: Leading Sectors,Textile Manufacturing,86,96,93,91
🔸 RS ≥ 75: Top Moving Sectors,Banks - Diversified,80,78,76,71
