Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
2,AXTI,104.83,14768665.0,Technology,Semiconductor Equipment & Materials,99.0,99.0,99.0,99.0,11647383.0,12665280.0,110.72,1.23,6858312704.0,No,,60.95,23.08,67.27,33.36
6,SNDK,1409.98,19881110.0,Technology,Computer Hardware,99.0,98.0,99.0,99.0,18098588.0,15416080.0,1439.7,33.13,208803594240.0,No,,805.24,372.73,857.57,518.9
16,LITE,944.28,9650724.0,Technology,Communication Equipment,99.0,83.0,98.0,99.0,6159985.0,5239280.0,1021.0,60.38,67421593600.0,No,,780.29,392.03,798.41,509.23
25,MXL,81.23,4379580.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,2849383.0,9969920.0,85.43,10.41,7273818624.0,No,,28.53,19.67,34.98,23.12
32,NBTX,41.86,126600.0,Healthcare,Biotechnology,99.0,94.0,98.0,98.0,66865.0,90790.0,42.5,3.26,2030022144.0,No,,32.43,21.49,33.18,25.88
35,INBX,141.84,729307.0,Healthcare,Biotechnology,99.0,99.0,97.0,96.0,311236.0,758450.0,155.29,10.84,2071897344.0,No,,83.91,63.18,88.39,80.23
36,ABVX,126.54,1238304.0,Healthcare,Biotechnology,99.0,65.0,79.0,85.0,938470.0,796200.0,148.83,5.59,10033506304.0,No,,116.53,104.78,117.1,116.89
49,MU,666.59,52706082.0,Technology,Semiconductors,99.0,98.0,97.0,99.0,41680843.0,42763670.0,667.67,80.2,751736258560.0,No,,437.99,284.73,452.4,353.72
54,STX,786.42,5437880.0,Technology,Computer Hardware,99.0,97.0,98.0,99.0,3906716.0,5524390.0,792.01,93.33,176338157568.0,No,,481.81,315.17,510.76,378.99
56,HUT,108.94,19642485.0,Financial Services,Capital Markets,99.0,98.0,98.0,97.0,4419921.0,3627900.0,111.32,12.45,12261485568.0,No,2026-05-06,60.79,46.13,64.21,54.21
