Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
13,SNDK,1406.32,19643018.0,Technology,Computer Hardware,99.0,98.0,99.0,99.0,18116123.0,14413150.0,1418.88,33.13,208261578752.0,No,,789.81,365.89,857.21,518.78
17,TERN,52.97,6331482.0,Healthcare,Biotechnology,99.0,28.0,95.0,99.0,5863721.0,3594950.0,53.19,2.65,6118809088.0,No,,49.21,27.75,50.75,37.37
25,MXL,81.68,3917790.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,2808101.0,10481170.0,85.43,10.16,7314114048.0,No,,27.27,19.35,35.03,23.14
37,WDC,465.26,9593645.0,Technology,Computer Hardware,99.0,97.0,97.0,99.0,8749025.0,8638160.0,480.11,43.6,160366821376.0,No,,323.9,194.89,339.77,245.34
39,ABVX,123.78,1243443.0,Healthcare,Biotechnology,99.0,48.0,79.0,81.0,928583.0,745230.0,148.83,5.59,9814663168.0,No,,116.56,104.19,116.83,116.8
46,INBX,128.12,411747.0,Healthcare,Biotechnology,99.0,98.0,96.0,94.0,306751.0,787750.0,155.29,10.84,1871485440.0,No,,82.67,62.58,87.02,79.78
47,CELC,141.69,1389369.0,Healthcare,Biotechnology,99.0,92.0,91.0,97.0,791093.0,1256300.0,151.02,9.51,6848823808.0,No,,116.33,86.13,118.19,104.15
53,SLGL,73.77,41844.0,Healthcare,Biotechnology,99.0,16.0,82.0,98.0,40560.0,26150.0,97.97,4.4,239403632.0,No,,78.94,48.51,77.02,59.75
55,MU,640.2,61459371.0,Technology,Semiconductors,99.0,98.0,96.0,99.0,41250423.0,39234950.0,651.74,78.54,721975312384.0,No,,433.02,281.96,449.76,352.84
56,STX,771.01,6339902.0,Technology,Computer Hardware,99.0,98.0,97.0,99.0,3853361.0,5232110.0,792.01,91.92,172882804736.0,No,,474.0,311.99,509.22,378.47
60,DOCN,152.77,14332818.0,Technology,Software - Infrastructure,99.0,98.0,99.0,99.0,4340023.0,3074170.0,153.47,25.56,15942075392.0,No,2026-05-05,80.98,52.74,88.92,63.4
65,PRAX,333.3,510194.0,Healthcare,Biotechnology,99.0,67.0,75.0,95.0,410848.0,385840.0,356.0,34.89,9289838592.0,No,,318.25,205.47,316.44,277.78
72,INTC,108.15,189332662.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,104831373.0,161793550.0,110.48,18.97,543561908224.0,No,,57.93,40.95,64.78,49.15
