Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,FET,58.6,521394.0,Energy,Oil & Gas Equipment & Services,97.0,98.0,98.0,97.0,180393.0,308170.0,62.73,12.78,697532032.0,No
Leading Stocks (RS > 90),2,GLW,145.25,18533190.0,Technology,Electronic Components,97.0,98.0,97.0,96.0,7769126.0,11431100.0,148.7,37.31,124616957952.0,No
Leading Stocks (RS > 90),3,SII,151.84,434710.0,Financial Services,Asset Management,97.0,95.0,97.0,97.0,220973.0,223880.0,153.54,39.33,3915385344.0,No
Leading Stocks (RS > 90),4,UCTT,61.41,1571447.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,98.0,97.0,884426.0,1208400.0,61.64,16.66,2787220992.0,No
Leading Stocks (RS > 90),5,TAYD,87.0,60413.0,Industrials,Specialty Industrial Machinery,96.0,96.0,97.0,95.0,29845.0,67460.0,90.37,29.5,274321280.0,No
Leading Stocks (RS > 90),6,ATI,159.27,2617149.0,Industrials,Metal Fabrication,96.0,97.0,96.0,96.0,1706481.0,2243290.0,159.79,39.23,21952524288.0,No
Leading Stocks (RS > 90),7,CLMT,29.0,1828559.0,Basic Materials,Specialty Chemicals,95.0,98.0,95.0,95.0,1033705.0,1449620.0,29.92,7.68,2515875328.0,No
Leading Stocks (RS > 90),8,WF,82.0,107656.0,Financial Services,Banks - Regional,95.0,98.0,95.0,91.0,62523.0,86200.0,84.71,29.44,19980505088.0,No
Leading Stocks (RS > 90),9,LINC,33.04,1038471.0,Consumer Defensive,Education & Training Services,93.0,96.0,95.0,93.0,284158.0,531400.0,33.23,14.1,1044850240.0,No
Leading Stocks (RS > 90),10,TNDM,28.26,6595834.0,Healthcare,Medical Devices,92.0,98.0,95.0,97.0,1628305.0,2305810.0,35.12,9.98,1916094720.0,No
