Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,84,89,96
🔹 RS > 80: Leading Sectors,Semiconductors,91,82,93,91
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,81,85,84,81
🔹 RS ≥ 80: Breakout Sectors,Copper,90,88,28,85
