Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,HPE,56.15,147217258.0,Technology,Communication Equipment,98.0,99.0,98.0,98.0,20164711.0,33432160.0,64.25,17.16,74502864896.0,No,,29.81,24.67,33.39,26.1
Leading Stocks (RS > 90),2,MRVL,290.79,101985331.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,27578885.0,33681290.0,291.3,61.15,254383095808.0,No,,153.33,100.21,174.37,114.78
Leading Stocks (RS > 90),3,VSH,62.49,10459379.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,3734557.0,7397400.0,64.5,11.77,8505253376.0,No,,30.63,19.87,35.8,23.03
Leading Stocks (RS > 90),4,UMAC,33.42,14304650.0,Technology,Computer Hardware,99.0,99.0,98.0,99.0,5999055.0,12031510.0,34.36,5.52,1597272832.0,No,,15.79,13.65,18.18,14.75
Leading Stocks (RS > 90),5,PENG,70.65,4832602.0,Technology,Information Technology Services,99.0,99.0,99.0,99.0,2162257.0,3063210.0,73.24,16.04,3713374976.0,No,,34.07,24.62,40.31,26.31
Leading Stocks (RS > 90),6,FCEL,24.64,11455143.0,Industrials,Electrical Equipment & Parts,99.0,98.0,99.0,99.0,6251171.0,11810550.0,27.69,3.78,1305374592.0,No,,13.01,8.92,15.14,10.17
Leading Stocks (RS > 90),7,ASYS,21.95,748805.0,Technology,Semiconductor Equipment & Materials,98.0,94.0,95.0,98.0,249785.0,316430.0,24.5,3.9,318255008.0,No,,17.16,12.09,18.68,14.15
Leading Stocks (RS > 90),8,BRUN,36.74,2441117.0,Technology,Software - Infrastructure,98.0,99.0,99.0,98.0,907806.0,2114420.0,40.98,10.15,2256889600.0,No,,18.28,13.33,21.43,14.89
Leading Stocks (RS > 90),9,COHU,57.59,4651892.0,Technology,Semiconductor Equipment & Materials,97.0,94.0,97.0,97.0,1112349.0,1623220.0,58.44,17.38,2716828416.0,No,,42.71,29.2,45.68,33.18
Leading Stocks (RS > 90),10,SIMO,301.27,1832550.0,Technology,Semiconductors,98.0,95.0,98.0,99.0,851815.0,1178190.0,303.38,62.91,10215413760.0,No,,190.12,123.45,213.62,143.58
Leading Stocks (RS > 90),11,STM,79.51,19871343.0,Technology,Semiconductors,98.0,96.0,98.0,99.0,10699763.0,10869400.0,80.58,21.11,70668017664.0,No,,50.57,33.58,56.05,37.75
Leading Stocks (RS > 90),12,DELL,435.31,15637095.0,Technology,Computer Hardware,98.0,99.0,99.0,99.0,8703265.0,14153610.0,469.47,108.01,282763558912.0,No,,227.59,157.37,262.88,175.94
Leading Stocks (RS > 90),13,AIP,37.94,1230389.0,Technology,Semiconductors,98.0,95.0,98.0,98.0,764492.0,1184350.0,38.47,7.56,1751764992.0,No,,26.58,17.05,29.11,20.03
Leading Stocks (RS > 90),14,ARM,402.71,14967491.0,Technology,Semiconductors,98.0,98.0,99.0,98.0,9533534.0,13961050.0,427.99,100.02,430126006272.0,No,,209.42,153.49,239.57,162.05
Leading Stocks (RS > 90),15,WOLF,61.06,8749523.0,Technology,Semiconductors,98.0,98.0,99.0,98.0,5547880.0,9781420.0,80.82,8.05,2951584256.0,No,,37.2,,43.32,26.45
Leading Stocks (RS > 90),16,CEVA,49.61,1690815.0,Technology,Semiconductors,97.0,97.0,98.0,97.0,633282.0,798520.0,49.64,17.02,1382103296.0,No,,29.08,24.71,32.73,25.08
Leading Stocks (RS > 90),17,AOSL,53.32,1537532.0,Technology,Semiconductors,97.0,93.0,98.0,98.0,794180.0,988300.0,53.38,17.01,1595845120.0,No,,35.7,26.88,38.73,26.92
Leading Stocks (RS > 90),18,PDFS,55.48,1114050.0,Technology,Software - Application,97.0,93.0,96.0,97.0,600357.0,690070.0,56.95,17.6,2322821120.0,No,,42.68,31.69,45.53,35.68
Leading Stocks (RS > 90),19,MTSI,382.35,2304759.0,Technology,Semiconductors,97.0,96.0,95.0,97.0,1288901.0,1590210.0,418.9,118.16,29171689472.0,No,,300.99,206.64,321.37,242.35
Leading Stocks (RS > 90),20,KF,78.15,41438.0,Financial Services,Asset Management,97.0,95.0,95.0,97.0,26512.0,16380.0,78.81,22.83,324974912.0,No,,58.56,42.93,61.97,48.93
