Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,STX,442.93,14559851.0,Technology,Computer Hardware,98.0,97.0,97.0,97.0,4133383.0,3824850.0,449.5,63.19,96502063104.0,No
Leading Stocks (RS > 90),2,RAPT,57.65,2965230.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,1061696.0,4419480.0,57.7,5.66,1669577472.0,No
Leading Stocks (RS > 90),3,UUUU,27.72,27528850.0,Energy,Uranium,98.0,98.0,94.0,97.0,13850460.0,19059960.0,27.9,3.2,6675737600.0,No
Leading Stocks (RS > 90),4,PSLV,36.36,28049517.0,ETF,ETF,98.0,96.0,98.0,97.0,14905219.0,27584640.0,38.13,9.97,23189401600.0,No
Leading Stocks (RS > 90),5,WDC,279.7,15645665.0,Technology,Computer Hardware,98.0,97.0,98.0,98.0,8847919.0,7476380.0,284.0,28.83,95879913472.0,No
Leading Stocks (RS > 90),6,SBSW,21.12,10253507.0,Basic Materials,Other Precious Metals & Mining,98.0,96.0,98.0,96.0,6302977.0,8799860.0,21.19,3.05,15170893824.0,No
Leading Stocks (RS > 90),7,CDE,25.62,32956754.0,Basic Materials,Gold,98.0,96.0,94.0,97.0,20787903.0,29694470.0,27.77,4.58,16453291008.0,No
Leading Stocks (RS > 90),8,SLGL,63.5,30767.0,Healthcare,Biotechnology,98.0,97.0,96.0,98.0,19170.0,19530.0,75.0,4.02,176897472.0,No
Leading Stocks (RS > 90),9,AUGO,72.27,1873461.0,Basic Materials,Gold,97.0,96.0,98.0,97.0,622973.0,828530.0,72.89,22.24,6037038080.0,No
Leading Stocks (RS > 90),10,ASA,76.22,284091.0,Financial Services,Asset Management,97.0,93.0,97.0,96.0,101359.0,156130.0,77.07,22.53,1438449152.0,No
Leading Stocks (RS > 90),11,AAUC,31.67,2307063.0,Basic Materials,Gold,97.0,94.0,97.0,96.0,830401.0,1597490.0,31.91,8.4,3946206976.0,No
Leading Stocks (RS > 90),12,CGAU,20.05,3567657.0,Basic Materials,Gold,97.0,96.0,97.0,97.0,1379295.0,2408080.0,20.32,5.41,4051801088.0,No
Leading Stocks (RS > 90),13,ERO,36.1,3073749.0,Basic Materials,Copper,97.0,95.0,97.0,97.0,1342616.0,2390520.0,36.58,9.3,3759965184.0,No
Leading Stocks (RS > 90),14,MUX,29.05,2754383.0,Basic Materials,Other Precious Metals & Mining,97.0,97.0,95.0,97.0,1276750.0,1605250.0,29.55,6.38,1720295808.0,No
Leading Stocks (RS > 90),15,ENLT,58.28,93646.0,Utilities,Utilities - Renewable,97.0,96.0,96.0,96.0,43759.0,83580.0,58.88,14.01,7700763648.0,No
Leading Stocks (RS > 90),16,GFI,61.51,5811935.0,Basic Materials,Gold,97.0,96.0,96.0,96.0,3152919.0,3431480.0,61.64,16.34,55357620224.0,No
Leading Stocks (RS > 90),17,PAAS,65.92,11129509.0,Basic Materials,Gold,97.0,91.0,97.0,96.0,6714759.0,9660560.0,69.99,20.55,27821338624.0,No
Leading Stocks (RS > 90),18,SKE,34.91,1295151.0,Basic Materials,Other Industrial Metals & Mining,97.0,96.0,98.0,96.0,811514.0,1305630.0,35.19,8.53,4227368448.0,No
Leading Stocks (RS > 90),19,GOLD,53.99,1579226.0,Financial Services,Capital Markets,96.0,97.0,97.0,96.0,550408.0,804050.0,55.63,19.39,1330550528.0,No
Leading Stocks (RS > 90),20,MKSI,236.05,2829970.0,Technology,Scientific & Technical Instruments,96.0,97.0,96.0,96.0,1023157.0,1589380.0,239.39,54.84,15855353856.0,No
Leading Stocks (RS > 90),21,FTAI,275.66,2415989.0,Industrials,Rental & Leasing Services,96.0,98.0,95.0,96.0,1402026.0,2084580.0,310.0,81.45,28275253248.0,No
Leading Stocks (RS > 90),22,CEF,59.11,3962224.0,ETF,ETF,95.0,92.0,96.0,94.0,1434440.0,2672070.0,61.36,25.2,11448364032.0,No
Leading Stocks (RS > 90),23,WPM,156.3,3207539.0,Basic Materials,Gold,95.0,94.0,96.0,92.0,1960631.0,2548700.0,156.36,60.15,71056998400.0,No
Leading Stocks (RS > 90),24,BELFA,190.64,60011.0,Technology,Electronic Components,95.0,92.0,93.0,92.0,37103.0,61000.0,197.63,53.95,2668019712.0,No
Leading Stocks (RS > 90),25,BWAY,24.71,133413.0,Healthcare,Medical Devices,95.0,95.0,94.0,95.0,87681.0,110470.0,25.65,7.84,491310304.0,No
Leading Stocks (RS > 90),26,ASML,1422.92,4905947.0,Technology,Semiconductor Equipment & Materials,94.0,96.0,93.0,95.0,1548781.0,2245860.0,1493.47,578.51,552303132672.0,No
Leading Stocks (RS > 90),27,HMY,26.04,8044637.0,Basic Materials,Gold,94.0,92.0,96.0,94.0,3981121.0,4504170.0,26.06,9.69,16264153088.0,No
Leading Stocks (RS > 90),28,LUNR,22.81,16754479.0,Industrials,Aerospace & Defense,94.0,97.0,97.0,94.0,9462549.0,12592640.0,23.89,6.13,3246109696.0,No
Leading Stocks (RS > 90),29,ENS,181.02,710576.0,Industrials,Electrical Equipment & Parts,94.0,92.0,95.0,94.0,460422.0,417360.0,181.23,76.57,6782263296.0,No
Leading Stocks (RS > 90),30,DOCN,60.24,5463967.0,Technology,Software - Infrastructure,93.0,93.0,95.0,95.0,2357588.0,2927200.0,64.09,25.45,5511486976.0,No
Leading Stocks (RS > 90),31,UCTT,45.33,1080291.0,Technology,Semiconductor Equipment & Materials,93.0,98.0,95.0,94.0,684377.0,1245510.0,47.8,16.66,2057396736.0,No
