Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,86,90,97
🔹 RS > 80: Leading Sectors,Semiconductors,93,86,94,94
🔹 RS > 80: Leading Sectors,Textile Manufacturing,81,93,84,91
🔹 RS ≥ 80: Breakout Sectors,Copper,86,32,12,77
🔹 RS ≥ 80: Breakout Sectors,Uranium,83,6,14,64
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,81,24,14,66
🔹 RS ≥ 80: Breakout Sectors,Real Estate - Diversified,80,12,28,80
🕵️ Improving Watchlist (RS < 75),Mortgage Finance,20,19,13,10
