Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,92,81,85,89
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,90,92,92,89
🔹 RS > 80: Leading Sectors,Textile Manufacturing,87,94,94,82
🔹 RS > 80: Leading Sectors,Electronic Components,83,86,81,82
🕵️ Improving Watchlist (RS < 75),Drug Manufacturers - Specialty & Generic,54,52,51,46
