Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,MNPR,86.16,193417,Healthcare,Biotechnology,98.0,99.0,99.0,99.0,64082.0,95000.0,105.0,13.94,531603872.0,No
Leading Stocks (RS > 90),2,TTMI,67.36,4155780,Technology,Electronic Components,98.0,98.0,97.0,95.0,2351581.0,2241060.0,67.47,15.77,6958665728.0,No
Leading Stocks (RS > 90),3,VHC,22.9,86627,Technology,Software - Infrastructure,98.0,95.0,98.0,94.0,46823.0,255230.0,29.0,3.68,97807776.0,No
Leading Stocks (RS > 90),4,NET,253.15,7585548,Technology,Software - Infrastructure,96.0,95.0,98.0,96.0,2350903.0,2308020.0,254.29,85.6,88179785728.0,No
Leading Stocks (RS > 90),5,IDCC,362.5,732783,Technology,Software - Application,95.0,95.0,94.0,96.0,343039.0,316690.0,412.6,151.0,9340712960.0,No
Leading Stocks (RS > 90),6,IRTC,187.32,1368512,Healthcare,Medical Devices,94.0,95.0,96.0,97.0,419859.0,360530.0,210.01,71.0,6017530368.0,No
Leading Stocks (RS > 90),7,TSAT,30.1,179369,Technology,Communication Equipment,95.0,93.0,96.0,97.0,114509.0,94090.0,36.85,10.11,1528430080.0,No
Leading Stocks (RS > 90),8,CALX,68.44,980865,Technology,Software - Infrastructure,93.0,91.0,93.0,92.0,565935.0,635770.0,71.22,28.61,4469405696.0,No
Leading Stocks (RS > 90),9,RBLX,113.69,14061072,Communication Services,Electronic Gaming & Multimedia,93.0,96.0,98.0,98.0,7971653.0,7587620.0,150.59,47.95,78815215616.0,No
Leading Stocks (RS > 90),10,APEI,33.3,655498,Consumer Defensive,Education & Training Services,91.0,95.0,93.0,96.0,247857.0,288820.0,39.83,14.97,601816256.0,No
"Top Movers (RS ≥ 85, Improving)",1,DQ,32.76,2568560,Technology,Semiconductor Equipment & Materials,96.0,91.0,90.0,5.0,1182496.0,1035220.0,34.21,12.41,2196107520.0,No
"Top Movers (RS ≥ 85, Improving)",2,ZBIO,31.25,568205,Healthcare,Biotechnology,98.0,97.0,91.0,13.0,351854.0,735770.0,34.33,5.83,1472197248.0,No
"Top Movers (RS ≥ 85, Improving)",3,GSAT,54.41,2859439,Communication Services,Telecom Services,98.0,95.0,84.0,16.0,1182979.0,1441040.0,55.78,17.24,6892263936.0,No
"Top Movers (RS ≥ 85, Improving)",4,CSIQ,20.78,8914573,Technology,Solar,96.0,85.0,62.0,16.0,2098678.0,3155590.0,21.3,6.57,1388334720.0,No
"Top Movers (RS ≥ 85, Improving)",5,FSLR,266.94,5997565,Technology,Solar,94.0,87.0,75.0,14.0,2610593.0,2118280.0,269.67,116.56,28628686848.0,No
"Top Movers (RS ≥ 85, Improving)",6,FET,26.77,305272,Energy,Oil & Gas Equipment & Services,94.0,91.0,83.0,17.0,109281.0,122570.0,33.06,12.78,318650688.0,No
"Top Movers (RS ≥ 85, Improving)",7,NWPX,59.94,118050,Basic Materials,Steel,90.0,79.0,33.0,15.0,58657.0,44820.0,62.66,36.97,577640000.0,No
"Top Movers (RS ≥ 85, Improving)",8,ECO,35.55,401145,Industrials,Marine Shipping,90.0,83.0,24.0,17.0,146114.0,200240.0,35.59,17.91,1148764032.0,No
"Top Movers (RS ≥ 85, Improving)",9,SXI,233.66,218693,Industrials,Specialty Industrial Machinery,85.0,84.0,77.0,13.0,123018.0,126730.0,247.16,128.85,2825924608.0,No
"Top Movers (RS ≥ 85, Improving)",10,MPWR,1005.0,1631159,Technology,Semiconductors,89.0,88.0,79.0,31.0,568078.0,612930.0,1123.38,438.86,48131461120.0,No
"Top Movers (RS ≥ 85, Improving)",11,PLPC,211.96,130182,Industrials,Electrical Equipment & Parts,92.0,89.0,81.0,71.0,82085.0,102250.0,245.99,118.99,1039735872.0,No
