Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,SKYT,33.54,6352626.0,Technology,Semiconductors,98.0,98.0,97.0,98.0,2375822.0,3856220.0,36.27,5.67,1626958336.0,No
Leading Stocks (RS > 90),2,RAPT,57.61,2652261.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,1026329.0,4171900.0,57.7,5.66,1668419072.0,No
Leading Stocks (RS > 90),3,FBRX,35.53,289977.0,Healthcare,Biotechnology,98.0,95.0,98.0,98.0,155778.0,242390.0,35.62,4.9,445081984.0,No
Leading Stocks (RS > 90),4,HL,28.31,39768561.0,Basic Materials,Other Precious Metals & Mining,98.0,97.0,98.0,98.0,22905139.0,31395400.0,34.17,4.46,18970492928.0,No
Leading Stocks (RS > 90),5,ENLT,58.52,138884.0,Utilities,Utilities - Renewable,97.0,95.0,97.0,96.0,42500.0,76170.0,58.88,14.01,7732475904.0,No
Leading Stocks (RS > 90),6,SATS,125.81,8047160.0,Communication Services,Telecom Services,98.0,91.0,97.0,98.0,5181037.0,7432440.0,132.25,14.9,36217720832.0,No
Leading Stocks (RS > 90),7,AG,25.72,32368917.0,Basic Materials,Silver,98.0,97.0,98.0,98.0,20642478.0,30854040.0,27.9,5.09,12611957760.0,No
Leading Stocks (RS > 90),8,CDE,25.71,31859827.0,Basic Materials,Gold,98.0,96.0,93.0,97.0,20486716.0,29143260.0,27.77,4.58,16511087616.0,No
Leading Stocks (RS > 90),9,PSLV,34.28,38637690.0,ETF,ETF,97.0,97.0,98.0,97.0,14405027.0,27071740.0,38.13,9.97,21862834176.0,No
Leading Stocks (RS > 90),10,AAUC,31.7,1735098.0,Basic Materials,Gold,97.0,95.0,97.0,96.0,789990.0,1484630.0,31.91,8.04,3949945088.0,No
Leading Stocks (RS > 90),11,SKE,33.4,1307909.0,Basic Materials,Other Industrial Metals & Mining,97.0,96.0,98.0,96.0,799922.0,1242470.0,33.76,8.53,4044517632.0,No
