Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,89,93,91,88
🔹 RS > 80: Leading Sectors,Textile Manufacturing,88,93,94,84
🔹 RS > 80: Leading Sectors,Electronic Components,83,86,82,83
