Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
6,LITE,654.79,7251661.0,Technology,Communication Equipment,98.0,48.0,97.0,98.0,5582830.0,8187370.0,787.45,45.65,46752006144.0,No
14,PRAX,276.44,527516.0,Healthcare,Biotechnology,98.0,9.0,77.0,98.0,489805.0,459440.0,356.0,26.7,7699084288.0,No
50,ORKA,45.52,815009.0,Healthcare,Biotechnology,98.0,97.0,96.0,98.0,525206.0,913780.0,47.25,5.49,2255183360.0,No
60,TSEM,158.58,5141393.0,Technology,Semiconductors,98.0,97.0,94.0,98.0,2201594.0,3514310.0,178.08,28.64,17831962624.0,No
75,ENLT,64.27,200283.0,Utilities,Utilities - Renewable,98.0,58.0,96.0,98.0,140561.0,215460.0,81.28,14.01,9052546048.0,No
76,AGX,513.98,883727.0,Industrials,Engineering & Construction,98.0,95.0,97.0,97.0,466300.0,819120.0,588.0,111.16,7167945216.0,No
93,SYRE,45.42,704653.0,Healthcare,Biotechnology,98.0,91.0,95.0,98.0,695716.0,859610.0,48.47,10.91,3567293952.0,No
112,AUGO,70.9,1104422.0,Basic Materials,Gold,97.0,11.0,94.0,97.0,981700.0,1203140.0,90.19,22.24,5922596352.0,No
117,FIX,1273.18,440542.0,Industrials,Engineering & Construction,97.0,24.0,94.0,95.0,421193.0,419250.0,1500.0,276.44,44907544576.0,No
121,DOCN,78.32,5834794.0,Technology,Software - Infrastructure,97.0,98.0,97.0,98.0,3180518.0,4230920.0,86.5,25.45,8140905472.0,No
129,CENX,53.25,4628501.0,Basic Materials,Aluminum,97.0,90.0,94.0,97.0,2413240.0,2368810.0,59.84,13.05,5270368256.0,No
141,ANAB,55.39,956643.0,Healthcare,Biotechnology,97.0,86.0,86.0,98.0,530648.0,670260.0,68.39,15.4,1592365824.0,No
147,POWL,502.56,274706.0,Industrials,Electrical Equipment & Parts,97.0,60.0,96.0,96.0,272916.0,234480.0,612.5,152.89,6102225920.0,No
148,APA,43.74,12052427.0,Energy,Oil & Gas E&P,97.0,98.0,98.0,96.0,7877843.0,11286390.0,45.66,13.58,15451220992.0,No
155,GLW,128.55,11125979.0,Technology,Electronic Components,97.0,14.0,96.0,96.0,10447738.0,12431880.0,162.1,37.31,110426357760.0,No
182,TBN,44.44,203419.0,Energy,Oil & Gas E&P,97.0,98.0,97.0,97.0,58727.0,72220.0,45.07,17.29,1006099904.0,No
192,LINC,40.19,546692.0,Consumer Defensive,Education & Training Services,96.0,94.0,97.0,96.0,450155.0,587190.0,41.62,14.84,1281215616.0,No
194,GSAT,61.82,1301006.0,Communication Services,Telecom Services,96.0,78.0,56.0,96.0,629930.0,628240.0,74.88,17.24,7947230208.0,No
231,DAR,60.37,3687743.0,Consumer Defensive,Packaged Foods,96.0,95.0,97.0,97.0,2611030.0,3593210.0,62.38,26.0,9582482432.0,No
234,REX,47.64,245286.0,Basic Materials,Chemicals,96.0,97.0,95.0,95.0,191043.0,297930.0,48.48,16.73,1574862848.0,No
