Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,IONQ,55.51,60726022,Technology,Computer Hardware,99.0,98.0,99.0,98.0,19276546.0,14067160.0,56.07,7.4,16500512768.0,No
Leading Stocks (RS > 90),2,FEIM,27.13,1441927,Technology,Communication Equipment,96.0,98.0,97.0,94.0,372091.0,259010.0,34.84,11.71,264497680.0,No
Leading Stocks (RS > 90),3,ASA,40.83,225979,Financial Services,Asset Management,95.0,93.0,96.0,97.0,112251.0,202310.0,41.24,19.37,770556032.0,No
Leading Stocks (RS > 90),4,ATRO,40.12,1242159,Industrials,Aerospace & Defense,95.0,95.0,97.0,96.0,785798.0,1368790.0,46.61,14.13,1433220864.0,No
Leading Stocks (RS > 90),5,LTM,48.37,2115322,Industrials,Airlines,94.0,94.0,93.0,92.0,1210137.0,1771720.0,52.54,24.38,14618333184.0,No
Leading Stocks (RS > 90),6,SENEB,110.0,1090,Consumer Defensive,Packaged Foods,91.0,93.0,92.0,96.0,211.0,60.0,112.0,60.6,763795968.0,No
Leading Stocks (RS > 90),7,LWAY,33.42,106755,Consumer Defensive,Packaged Foods,92.0,93.0,92.0,95.0,59454.0,75550.0,33.55,19.5,508869600.0,No
"Top Movers (RS ≥ 85, Improving)",1,ZBIO,20.23,555235,Healthcare,Biotechnology,97.0,95.0,16.0,3.0,181825.0,250720.0,26.25,5.83,851891328.0,No
"Top Movers (RS ≥ 85, Improving)",2,MAZE,23.3,1265753,Healthcare,Biotechnology,95.0,80.0,13.0,5.0,292233.0,931290.0,25.5,6.71,1021506688.0,No
"Top Movers (RS ≥ 85, Improving)",3,TRML,47.61,985336,Healthcare,Biotechnology,98.0,93.0,46.0,9.0,642150.0,3004420.0,47.7,11.56,1223210368.0,No
"Top Movers (RS ≥ 85, Improving)",4,DAKT,23.44,657003,Technology,Electronic Components,95.0,77.0,72.0,42.0,400448.0,546590.0,23.69,10.24,1136334720.0,No
