Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,HYMC,27.14,15666770.0,Basic Materials,Gold,99.0,98.0,98.0,98.0,1993298.0,4176070.0,29.8,1.99,2206036736.0,No
Leading Stocks (RS > 90),2,LYEL,37.33,286609.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,49980.0,112130.0,45.0,7.65,793036864.0,No
Leading Stocks (RS > 90),3,USAU,21.66,1325350.0,Basic Materials,Gold,96.0,97.0,95.0,93.0,307498.0,330900.0,23.44,5.86,311691776.0,No
Leading Stocks (RS > 90),4,ENLT,45.15,51399.0,Utilities,Utilities - Renewable,97.0,94.0,96.0,95.0,30652.0,28710.0,45.25,14.01,5962771456.0,No
Leading Stocks (RS > 90),5,TYRA,25.83,628067.0,Healthcare,Biotechnology,97.0,93.0,98.0,97.0,380173.0,574130.0,26.09,6.42,1378601216.0,No
Leading Stocks (RS > 90),6,RKLB,77.18,34676455.0,Industrials,Aerospace & Defense,97.0,98.0,96.0,96.0,22859309.0,32805720.0,79.18,14.71,41226186752.0,No
Leading Stocks (RS > 90),7,VTVT,37.5,17492.0,Healthcare,Biotechnology,96.0,95.0,97.0,96.0,9120.0,15660.0,37.99,13.15,147675680.0,No
Leading Stocks (RS > 90),8,FBRX,26.65,236555.0,Healthcare,Biotechnology,96.0,97.0,97.0,97.0,120712.0,225190.0,31.27,4.9,333780192.0,No
Leading Stocks (RS > 90),9,ISBA,52.61,33349.0,Financial Services,Banks - Regional,95.0,91.0,95.0,93.0,14247.0,36860.0,58.83,21.5,387204960.0,No
Leading Stocks (RS > 90),10,AAOI,40.64,9283911.0,Technology,Communication Equipment,93.0,98.0,96.0,91.0,5308852.0,6434810.0,41.96,9.71,2774894592.0,No
Leading Stocks (RS > 90),11,CEF,47.41,1740978.0,ETF,ETF,93.0,93.0,94.0,91.0,1142873.0,964230.0,47.55,23.55,9182320640.0,No
