Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,RAPT,57.63,1929864.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,981104.0,3824910.0,57.7,5.66,1668998272.0,No
Leading Stocks (RS > 90),2,CRVS,25.1,5417810.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,3149085.0,12374610.0,26.95,2.54,1874515072.0,No
Leading Stocks (RS > 90),3,DBVT,24.54,1095662.0,Healthcare,Biotechnology,97.0,93.0,96.0,97.0,436309.0,482990.0,26.18,3.8,1332336896.0,No
Leading Stocks (RS > 90),4,FET,43.62,465408.0,Energy,Oil & Gas Equipment & Services,96.0,93.0,95.0,96.0,124195.0,159020.0,45.65,12.78,519220928.0,No
Leading Stocks (RS > 90),5,SKE,31.39,1473484.0,Basic Materials,Other Industrial Metals & Mining,97.0,95.0,97.0,95.0,761470.0,972860.0,31.94,8.53,3801119744.0,No
Leading Stocks (RS > 90),6,NESR,20.41,1672242.0,Energy,Oil & Gas Equipment & Services,97.0,96.0,97.0,98.0,1108470.0,1326600.0,20.9,5.2,2056874112.0,No
Leading Stocks (RS > 90),7,FTAI,292.1,2095726.0,Industrials,Rental & Leasing Services,97.0,98.0,96.0,97.0,1396788.0,2079570.0,310.0,81.45,29961551872.0,No
Leading Stocks (RS > 90),8,ERO,32.84,3034740.0,Basic Materials,Copper,96.0,94.0,96.0,96.0,1216545.0,1876960.0,33.18,9.3,3420422912.0,No
Leading Stocks (RS > 90),9,SII,131.92,336293.0,Financial Services,Asset Management,96.0,96.0,96.0,94.0,174211.0,239450.0,132.55,39.33,3401723136.0,No
Leading Stocks (RS > 90),10,PAAS,64.5,10659917.0,Basic Materials,Gold,96.0,93.0,97.0,96.0,6327326.0,7567340.0,65.38,20.55,27222032384.0,No
Leading Stocks (RS > 90),11,TAYD,71.47,30239.0,Industrials,Specialty Industrial Machinery,95.0,93.0,97.0,91.0,13850.0,34720.0,75.0,29.5,225353344.0,No
Leading Stocks (RS > 90),12,FORM,73.2,2282508.0,Technology,Semiconductor Equipment & Materials,95.0,95.0,97.0,96.0,1159796.0,1660200.0,85.49,22.58,5674251264.0,No
Leading Stocks (RS > 90),13,CIB,82.08,611018.0,Financial Services,Banks - Regional,95.0,96.0,95.0,94.0,328021.0,449550.0,82.62,34.35,21397477376.0,No
Leading Stocks (RS > 90),14,SPPP,22.58,1866373.0,ETF,ETF,95.0,95.0,96.0,94.0,1117640.0,1193580.0,22.58,8.91,910712256.0,No
Leading Stocks (RS > 90),15,BWAY,23.04,139754.0,Healthcare,Medical Devices,95.0,94.0,94.0,95.0,83836.0,127430.0,24.84,7.84,458105632.0,No
Leading Stocks (RS > 90),16,KEP,21.6,778268.0,Utilities,Utilities - Regulated Electric,95.0,96.0,93.0,91.0,503031.0,682960.0,23.41,7.03,27732848640.0,No
Leading Stocks (RS > 90),17,CEF,57.04,2263272.0,ETF,ETF,94.0,94.0,95.0,94.0,1301868.0,2085020.0,57.05,24.87,11047448576.0,No
Leading Stocks (RS > 90),18,SCCO,184.3,2390706.0,Basic Materials,Copper,94.0,94.0,94.0,94.0,1446777.0,2505060.0,191.22,72.86,150959308800.0,No
Leading Stocks (RS > 90),19,UCTT,43.49,1054803.0,Technology,Semiconductor Equipment & Materials,92.0,98.0,95.0,94.0,672311.0,1309020.0,47.8,16.66,1973884544.0,No
Leading Stocks (RS > 90),20,FNV,255.75,1349074.0,Basic Materials,Gold,91.0,92.0,92.0,91.0,728409.0,962100.0,261.54,127.2,49496051712.0,No
